# Result_no_control/output_current_end.csv run at 2000-01-02 00:00:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE36,9.925073,-0.841136,15.176963,3.347787,11.579055,1.252475
LINE37,0.000000,-0.865829,0.000000,3.580308,0.000000,1.580031
LINE38,1.449350,-0.841478,0.000000,3.305936,0.000000,1.627097
LINE39,0.000000,2.317772,0.234091,3.347239,0.000000,1.568708
LINE40,0.000000,2.739257,0.238271,3.347239,0.000000,-1.449424
LINE41,9.925073,-0.841136,15.176963,3.347787,11.579055,1.252475
LINE42,0.000000,-1.187200,0.000000,-0.629309,0.000000,2.754922
LINE43,0.000000,-0.887102,0.000000,3.438411,0.000000,1.565393
LINE44,1.449350,-0.841478,0.000000,2.802515,0.000000,1.601973
LINE45,0.000000,2.188058,0.234091,3.347239,0.000000,1.560146
LINE46,0.000000,2.067584,0.238271,3.347239,0.000000,4.534236
LINE47,9.925073,-0.841136,15.176963,3.347787,11.579055,1.252475
LINE48,0.000000,-1.238734,0.000000,-0.509404,0.000000,3.321873
LINE49,0.000000,-0.810330,0.000000,3.835491,0.000000,3.116661
LINE50,1.449350,-0.841478,0.000000,4.507911,0.000000,1.654418
LINE51,0.000000,2.464728,0.234091,3.347239,0.000000,1.599842
LINE52,9.925073,-0.841136,15.176963,3.347787,11.579055,1.252475
LINE53,0.000000,-1.490123,0.000000,-0.611018,0.000000,-1.498138
LINE54,0.000000,-1.193331,0.000000,-0.559879,0.000000,3.238224
LINE55,0.000000,-0.857913,0.000000,3.657080,0.000000,1.624316
LINE56,1.449350,-0.841478,0.000000,-1.276936,0.000000,1.591407
LINE57,0.000000,2.591436,0.234091,3.347239,0.000000,1.567520
LINE58,9.925073,-0.841136,15.176963,3.347787,11.579055,1.252475
LINE59,0.000000,-1.520642,0.000000,-0.389418,0.000000,-1.372509
LINE60,0.000000,-1.220155,0.000000,-0.888798,0.000000,1.960149
LINE61,0.000000,-0.920987,0.000000,3.580308,0.000000,1.654806
LINE62,1.449350,-0.841478,0.000000,-0.368992,0.000000,4.669447
LINE63,0.000000,2.443726,0.234091,3.347239,0.000000,1.595764
LINE64,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE65,2.164479,-0.841279,0.000000,1.037314,0.000000,1.369621
LINE66,0.000000,4.576156,0.000000,3.324946,0.000000,4.626664
LINE67,0.000000,-0.983524,0.000000,-0.989480,0.000000,1.992307
LINE68,0.000000,-0.810330,0.000000,3.619504,0.000000,1.699908
LINE69,1.449350,-0.841478,0.000000,-0.184664,0.000000,1.571440
LINE70,0.000000,1.539821,0.234091,3.347239,0.000000,1.678207
LINE71,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE72,0.204742,-0.841286,0.000000,1.316046,0.000000,1.596014
LINE73,1.959737,-0.841278,0.000000,3.748167,0.000000,1.535736
LINE74,0.000000,4.055125,0.000000,3.776100,0.000000,2.878422
LINE75,0.000000,-1.008728,0.000000,-0.716764,0.000000,1.874427
LINE76,0.000000,-1.007726,0.000000,3.588783,0.000000,1.662279
LINE77,0.000000,-0.406805,0.234091,3.347239,0.000000,1.386771
LINE78,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE79,0.000000,-1.423285,0.000000,3.603263,0.000000,3.121600
LINE80,0.000000,-0.891526,0.000000,-0.928171,0.000000,1.933187
LINE81,0.000000,-0.999944,0.000000,3.561383,0.000000,1.645975
LINE82,0.000000,4.072521,0.234091,3.347239,0.000000,4.606722
LINE83,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE84,0.000000,3.410635,0.000000,3.342354,0.000000,0.513850
LINE85,0.000000,-0.877102,0.000000,-0.920581,0.000000,1.923881
LINE86,0.000000,-0.960702,0.000000,3.590779,0.000000,1.643019
LINE87,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE88,0.000000,0.228069,0.000000,4.082955,0.000000,0.549242
LINE89,0.000000,-0.854868,0.000000,-0.947510,0.000000,1.923984
LINE90,0.000000,-1.044073,0.000000,3.580308,0.000000,4.596885
LINE91,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE92,0.000000,-0.840855,0.000000,-0.510305,0.000000,2.052083
LINE93,0.000000,4.687457,0.000000,3.475431,0.000000,3.116661
LINE94,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE95,0.000000,-0.638938,0.000000,-0.005690,0.000000,2.376239
LINE96,0.000000,3.116661,0.000000,3.580308,0.000000,3.116661
LINE97,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE98,0.000000,-0.522708,0.000000,0.523138,0.000000,-1.014109
LINE99,0.000000,1.545864,0.000000,3.116661,0.000000,-1.564488
LINE100,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE101,0.000000,0.393066,0.000000,4.312536,0.000000,4.562170
LINE102,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024932
LINE103,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE104,7.543317,-0.841092,13.892135,3.347807,11.135841,1.252473
LINE105,0.000000,0.263157,0.000000,-1.479521,0.000000,4.464586
LINE106,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE107,7.543317,-0.841092,13.892135,3.347807,11.135841,1.252473
LINE108,0.000000,-0.120866,0.000000,-1.498249,0.000000,4.516696
LINE109,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE110,7.543317,-0.841092,13.892135,3.347807,11.135841,1.252473
LINE111,0.000000,0.043241,0.000000,-1.452179,0.000000,4.428238
LINE112,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE113,7.543317,-0.841092,13.892135,3.347807,11.135841,1.252473
LINE114,0.000000,0.037763,0.000000,-1.459256,0.000000,4.429661
LINE115,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE116,0.213108,-0.841221,4.551936,3.347737,2.752350,1.252491
LINE117,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE118,0.000000,-0.073307,0.000000,-1.526585,0.000000,4.407027
LINE119,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE120,0.000000,1.165358,0.000000,0.333839,0.000000,-1.559345
LINE121,0.213108,-0.841221,4.551936,3.347737,2.752350,1.252491
LINE122,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE123,0.000000,-0.119331,0.000000,-1.475209,0.000000,4.166915
LINE124,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE125,0.000000,1.545864,0.000000,0.241320,0.000000,-1.554596
LINE126,0.213108,-0.841221,4.551936,3.347737,2.752350,1.252491
LINE127,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE128,0.000000,-0.426678,0.000000,4.648973,0.000000,4.222918
LINE129,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE130,0.000000,1.165358,0.000000,0.246015,0.000000,-1.552396
LINE131,0.213108,-0.841221,0.000000,-0.100860,0.000000,4.688776
LINE132,0.000000,3.149921,4.551936,3.347737,2.752350,1.252491
LINE133,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE134,0.000000,-0.415241,0.000000,4.682262,0.000000,4.292642
LINE135,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE136,0.000000,1.926371,0.000000,0.099423,0.000000,-1.549212
LINE137,0.213108,-0.841221,0.000000,-0.093540,0.000000,4.689735
LINE138,0.000000,3.140554,4.551936,3.347737,2.752350,1.252491
LINE139,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE140,0.000000,-0.529051,0.000000,4.609310,0.000000,4.328397
LINE141,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE142,0.000000,1.327195,0.000000,0.116965,0.000000,-1.549862
LINE143,0.213108,-0.841221,0.000000,0.000902,0.000000,4.687235
LINE144,0.000000,3.128487,4.551936,3.347737,2.752350,1.252491
LINE145,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE146,0.000000,-0.888039,0.000000,4.405226,0.000000,4.167002
LINE147,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE148,0.000000,1.327195,0.000000,0.220047,0.000000,-1.567659
LINE149,0.213108,-0.841221,0.000000,0.091991,0.000000,4.695005
LINE150,0.000000,3.175241,0.000000,0.459805,2.752350,1.252491
LINE151,0.000000,0.321546,4.551936,3.347737,0.000000,4.689807
LINE152,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE153,0.000000,3.953177,0.000000,-0.622788,0.000000,2.474855
LINE154,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE155,0.000000,1.545864,0.000000,0.333839,0.000000,-1.567415
LINE156,0.213108,-0.841221,0.000000,-0.022694,0.000000,4.694447
LINE157,0.000000,3.178491,0.000000,0.452825,2.752350,1.252491
LINE158,0.000000,0.381761,4.551936,3.347737,0.000000,4.696193
LINE159,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE160,0.000000,3.620100,0.000000,-0.057740,0.000000,0.967757
LINE161,0.000000,3.738859,0.878883,3.347571,0.000000,-1.487828
LINE162,0.217277,-0.841246,0.405946,3.347559,0.443215,1.252520
LINE163,0.000000,1.867615,0.000000,0.379960,0.000000,-1.554248
LINE164,0.213108,-0.841221,0.000000,-0.008231,0.000000,4.694392
LINE165,0.000000,3.175191,0.000000,0.455680,2.752350,1.252491
LINE166,0.000000,0.486311,4.551936,3.347737,0.000000,-1.548564
LINE167,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE168,0.000000,-0.962417,0.000000,-0.059543,0.000000,2.273374
LINE169,0.000000,2.333727,0.878883,3.347571,0.000000,-1.566084
LINE170,0.217277,-0.841246,0.405946,3.347559,0.443215,1.252520
LINE171,0.000000,1.926371,0.000000,0.438716,0.000000,-1.531364
LINE172,0.213108,-0.841221,0.000000,-0.016126,0.000000,4.689665
LINE173,0.000000,3.156603,0.000000,0.608839,0.000000,1.837431
LINE174,0.000000,-0.184250,0.000000,-0.369527,2.752350,1.252491
LINE175,0.000000,1.416471,4.551936,3.347737,0.000000,-1.149457
LINE176,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE177,0.000000,-0.082024,0.878883,3.347571,0.000000,3.642623
LINE178,0.217277,-0.841246,0.405946,3.347559,0.000000,-0.870970
LINE179,0.000000,-1.317075,0.000000,0.141921,0.443215,1.252520
LINE180,0.000000,2.653013,0.000000,0.438716,0.000000,1.556606
LINE181,0.213108,-0.841221,0.000000,0.078209,0.000000,4.698104
LINE182,0.000000,3.156515,0.000000,0.556255,0.000000,1.848204
LINE183,0.000000,-0.173268,0.000000,-0.373512,2.752350,1.252491
LINE184,0.000000,2.738706,4.551936,3.347737,0.000000,-1.188002
LINE185,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE186,0.217277,-0.841246,0.405946,3.347559,0.000000,-1.461661
LINE187,0.000000,-1.329901,0.000000,0.146564,0.443215,1.252520
LINE188,0.000000,0.438716,0.000000,0.618569,0.000000,-0.024932
LINE189,0.213108,-0.841221,0.000000,0.055913,0.000000,4.699022
LINE190,0.000000,1.904916,0.000000,-0.002577,0.000000,0.303729
LINE191,0.000000,3.250916,0.000000,0.625400,0.000000,1.807018
LINE192,0.000000,-0.143022,0.000000,-0.399424,2.752350,1.252491
LINE193,0.000000,2.454499,4.551936,3.347737,0.000000,-1.412661
LINE194,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE195,0.217277,-0.841246,0.405946,3.347559,0.000000,-1.495512
LINE196,0.000000,2.006498,0.000000,2.692496,0.221607,1.252520
LINE197,0.000000,-1.350929,0.000000,0.115244,0.221607,1.252520
LINE198,0.000000,3.116661,0.000000,0.333839,0.000000,-0.024932
LINE199,0.213108,-0.841221,0.000000,0.075643,0.000000,4.694957
LINE200,0.000000,-1.069191,0.000000,1.956550,0.000000,1.046827
LINE201,0.000000,3.627116,0.000000,0.621792,0.000000,1.723663
LINE202,0.000000,0.076660,0.000000,-0.371587,2.752350,1.252491
LINE203,0.000000,2.512267,4.551936,3.347737,0.000000,-1.398074
LINE204,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE205,0.217277,-0.841246,0.000000,3.005168,0.000000,1.526951
LINE206,0.000000,1.645235,0.405946,3.347559,0.000000,4.161161
LINE207,0.000000,1.494969,0.000000,2.630837,0.221607,1.252520
LINE208,0.000000,-1.378395,0.000000,0.111415,0.221607,1.252520
LINE209,0.000000,3.116661,0.000000,0.438716,0.000000,4.648414
LINE210,0.213108,-0.841221,0.000000,0.076457,0.000000,4.691195
LINE211,0.000000,3.719349,0.000000,0.481888,0.000000,1.697616
LINE212,0.000000,0.155655,0.000000,-0.289966,2.752350,1.252491
LINE213,0.000000,2.538234,4.551936,3.347737,0.000000,-1.430252
LINE214,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE215,0.217277,-0.841246,0.000000,-0.812591,0.000000,0.899916
LINE216,0.000000,1.440731,0.405946,3.347559,0.000000,4.373853
LINE217,0.000000,3.941066,0.000000,-0.382229,0.221607,1.252520
LINE218,0.000000,0.000000,0.000000,0.000000,0.000000,3.116661
LINE219,0.213108,-0.841221,0.000000,0.082935,0.000000,4.690992
LINE220,0.000000,3.984523,0.000000,0.490392,0.000000,2.149685
LINE221,0.000000,0.163004,0.000000,-0.341519,2.752350,1.252491
LINE222,0.000000,2.542352,4.551936,3.347737,0.000000,-1.451597
LINE223,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE224,0.217277,-0.841246,0.000000,0.240662,0.000000,-1.562538
LINE225,0.000000,1.769973,0.405946,3.347559,0.000000,3.959154
LINE226,0.000000,4.023147,0.000000,-0.311793,0.221607,1.252520
LINE227,0.213108,-0.841221,0.000000,-0.024150,0.000000,4.681833
LINE228,0.000000,3.783989,0.000000,0.379234,0.000000,2.188668
LINE229,0.000000,0.167987,0.000000,-0.316359,2.752350,1.252491
LINE230,0.000000,2.530836,4.551936,3.347737,0.000000,-0.947670
LINE231,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE232,0.000000,4.144204,0.405946,3.347559,0.000000,1.600945
LINE233,0.000000,1.908625,0.000000,3.278862,0.000000,-1.165400
LINE234,0.000000,-1.550515,0.000000,-0.711463,0.221607,1.252520
LINE235,0.213108,-0.841221,0.000000,-0.024709,0.000000,4.669689
LINE236,0.000000,3.880358,0.000000,-0.027302,0.000000,2.055057
LINE237,0.000000,0.101869,0.000000,-0.391787,2.752350,1.252491
LINE238,0.000000,2.440623,4.551936,3.347737,0.000000,-1.357864
LINE239,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE240,0.000000,2.933122,0.405946,3.347559,0.000000,1.566583
LINE241,0.000000,-1.186296,0.000000,4.467356,0.221607,1.252520
LINE242,0.213108,-0.841221,0.000000,0.152196,0.000000,4.701684
LINE243,0.000000,3.856340,0.000000,1.300405,0.000000,1.655630
LINE244,0.000000,0.322267,0.000000,-0.363135,2.752350,1.252491
LINE245,0.000000,2.085672,4.551936,3.347737,0.000000,-1.354036
LINE246,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE247,0.000000,3.238245,0.200880,3.347559,0.000000,1.578131
LINE248,0.000000,0.061713,0.205065,3.347559,0.000000,1.560684
LINE249,0.000000,2.899493,0.000000,3.782224,0.221607,1.252520
LINE250,0.213108,-0.841221,0.000000,0.127076,0.000000,-1.524821
LINE251,0.000000,4.105848,0.000000,2.550353,0.000000,4.145370
LINE252,0.000000,0.498013,0.000000,-0.338673,2.752350,1.252491
LINE253,0.000000,2.014815,4.551936,3.347737,0.000000,-1.274922
LINE254,0.647824,-0.841193,0.000000,-0.877004,0.000000,-1.556440
LINE255,6.682385,-0.841079,9.340199,3.347841,8.383491,1.252467
LINE256,0.000000,-0.681450,0.000000,3.199282,0.221607,1.252520
LINE257,0.213108,-0.841221,0.000000,4.083042,0.000000,-1.541672
LINE258,0.000000,4.319186,0.000000,3.008310,0.000000,2.125459
LINE259,0.000000,0.488438,0.000000,-0.335814,2.752350,1.252491
LINE260,0.000000,1.789012,4.551936,3.347737,0.000000,-1.316028
LINE261,0.647824,-0.841193,0.000000,-0.854961,0.000000,-1.560067
LINE262,6.682385,-0.841079,9.340199,3.347841,8.383491,1.252467
LINE263,0.000000,3.964109,0.000000,3.531574,0.221607,1.252520
LINE264,0.213108,-0.841221,0.000000,-0.228902,0.000000,-1.425823
LINE265,0.000000,-0.637883,0.000000,3.331736,0.000000,1.861696
LINE266,0.000000,0.471934,0.000000,-0.317586,2.752350,1.252491
LINE267,0.000000,-0.072858,4.363517,3.347738,0.000000,1.616888
LINE268,0.000000,2.105755,0.188419,3.347706,0.000000,-1.509084
LINE269,0.647824,-0.841193,0.000000,-0.874798,0.000000,-1.546670
LINE270,0.000000,-0.097181,0.000000,4.239587,0.209168,1.252455
LINE271,6.682385,-0.841079,9.340199,3.347841,8.174323,1.252468
LINE272,0.213108,-0.841221,0.000000,4.664867,0.000000,4.646706
LINE273,0.000000,0.815697,0.000000,4.165440,0.000000,2.552059
LINE274,0.000000,1.134278,0.000000,-0.285966,2.752350,1.252491
LINE275,0.000000,-1.475903,4.363517,3.347738,0.000000,1.241628
LINE276,0.000000,1.965087,0.188419,3.347706,0.000000,4.711050
LINE277,0.647824,-0.841193,0.000000,-0.769867,0.000000,-1.568989
LINE278,0.000000,0.043644,0.000000,4.359410,0.209168,1.252455
LINE279,6.682385,-0.841079,9.340199,3.347841,8.174323,1.252468
LINE280,0.213108,-0.841221,0.000000,0.667191,0.000000,4.700790
LINE281,0.000000,-0.377962,0.000000,-1.088866,0.000000,2.260678
LINE282,0.000000,0.353553,0.000000,-0.235241,2.752350,1.252491
LINE283,0.000000,2.190368,0.188419,3.347706,0.000000,4.685450
LINE284,0.647824,-0.841193,0.000000,-0.611537,0.000000,-1.567513
LINE285,0.000000,-0.308931,0.000000,4.413234,0.209168,1.252455
LINE286,1.826822,-0.841043,4.651116,3.347823,1.179957,1.252367
LINE287,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE288,0.213108,-0.841221,0.000000,3.275859,0.000000,1.596502
LINE289,0.000000,3.434498,0.000000,-0.370137,0.000000,1.460492
LINE290,0.000000,-1.035058,0.000000,0.912205,0.225870,1.252484
LINE291,0.000000,-0.966110,0.000000,-0.277739,2.526480,1.252492
LINE292,0.000000,2.399212,0.188419,3.347706,0.000000,4.687584
LINE293,0.647824,-0.841193,0.000000,-0.628827,0.000000,-1.567314
LINE294,0.000000,-1.498417,0.000000,4.022446,0.209168,1.252455
LINE295,1.826822,-0.841043,4.651116,3.347823,1.179957,1.252367
LINE296,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE297,0.000000,3.828780,0.000000,0.210682,0.225870,1.252484
LINE298,0.000000,-0.904589,0.000000,-0.549750,2.526480,1.252492
LINE299,0.000000,3.418298,0.188419,3.347706,0.000000,2.037266
LINE300,0.647824,-0.841193,0.000000,-0.601513,0.000000,-1.550259
LINE301,0.000000,3.508863,0.000000,4.177291,0.209168,1.252455
LINE302,1.826822,-0.841043,4.651116,3.347823,1.179957,1.252367
LINE303,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE304,0.000000,3.178454,0.000000,2.179818,0.225870,1.252484
LINE305,0.000000,0.135099,0.000000,-0.294935,2.526480,1.252492
LINE306,0.000000,1.816164,0.188419,3.347706,0.000000,4.601037
LINE307,0.647824,-0.841193,0.000000,-0.682485,0.000000,-1.560759
LINE308,0.000000,3.276857,0.000000,4.561735,0.209168,1.252455
LINE309,1.826822,-0.841043,4.651116,3.347823,1.179957,1.252367
LINE310,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE311,0.000000,1.802016,0.000000,-0.350866,0.225870,1.252484
LINE312,0.000000,0.636598,0.000000,-0.115895,2.526480,1.252492
LINE313,0.000000,2.599490,0.188419,3.347706,0.000000,4.701927
LINE314,0.647824,-0.841193,0.000000,-0.693747,0.000000,-1.553444
LINE315,0.000000,3.384989,0.000000,3.702874,0.209168,1.252455
LINE316,0.259136,-0.841159,0.000000,0.655729,0.000000,1.547216
LINE317,1.567686,-0.841024,4.651116,3.347823,1.179957,1.252367
LINE318,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE319,0.000000,3.078672,0.000000,3.096849,0.225870,1.252484
LINE320,0.000000,-0.505862,0.000000,0.039971,2.526480,1.252492
LINE321,0.647824,-0.841193,0.000000,-0.584263,0.000000,-1.554295
LINE322,0.000000,2.459482,0.000000,-1.511404,0.209168,1.252455
LINE323,0.259136,-0.841159,0.000000,0.634743,0.000000,1.554580
LINE324,1.567686,-0.841024,4.651116,3.347823,1.179957,1.252367
LINE325,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE326,0.000000,3.138250,0.000000,3.811897,2.526480,1.252492
LINE327,0.647824,-0.841193,0.000000,-0.447967,0.000000,-1.568470
LINE328,0.000000,4.538439,0.000000,-0.165555,0.209168,1.252455
LINE329,0.259136,-0.841159,0.000000,0.640485,0.000000,1.555378
LINE330,0.000000,3.581418,0.000000,3.772781,0.225914,1.252369
LINE331,1.567686,-0.841024,4.651116,3.347823,0.954042,1.252366
LINE332,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE333,0.647824,-0.841193,0.000000,-0.420755,0.000000,-1.563272
LINE334,0.000000,4.650076,0.000000,3.623794,0.209168,1.252455
LINE335,0.259136,-0.841159,0.000000,0.705488,0.000000,1.562808
LINE336,0.000000,3.382592,0.000000,-0.737762,0.225914,1.252369
LINE337,0.000000,-0.641090,3.448505,3.347830,0.000000,-1.543083
LINE338,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE339,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE340,0.647824,-0.841193,0.000000,-0.434253,0.000000,-1.564468
LINE341,0.000000,2.212039,0.000000,-0.840528,0.209168,1.252455
LINE342,0.142107,-0.841159,0.000000,-0.027943,0.000000,4.649597
LINE343,0.117029,-0.841159,0.000000,0.739976,0.000000,1.568899
LINE344,0.000000,-0.635147,3.448505,3.347830,0.000000,-1.543719
LINE345,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE346,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE347,0.647824,-0.841193,0.000000,-0.411143,0.000000,-1.534946
LINE348,0.142107,-0.841159,0.000000,-0.170572,0.000000,1.514203
LINE349,0.117029,-0.841159,0.000000,0.624483,0.000000,1.531559
LINE350,0.000000,-0.858891,3.448505,3.347830,0.000000,-1.544245
LINE351,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE352,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE353,0.647824,-0.841193,0.000000,-0.694713,0.000000,-1.540369
LINE354,0.117029,-0.841159,0.000000,1.026499,0.000000,1.487963
LINE355,0.000000,-0.867194,3.448505,3.347830,0.000000,-1.528849
LINE356,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE357,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE358,0.647824,-0.841193,0.000000,-0.875008,0.000000,-1.402928
LINE359,0.117029,-0.841159,0.000000,0.350789,0.000000,1.583199
LINE360,0.000000,-0.335494,3.448505,3.347830,0.000000,-1.562403
LINE361,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE362,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE363,0.647824,-0.841193,0.000000,0.017089,0.000000,4.703293
LINE364,0.117029,-0.841159,0.000000,0.258146,0.000000,1.573708
LINE365,0.000000,-0.401907,3.448505,3.347830,0.000000,-1.535763
LINE366,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE367,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE368,0.647824,-0.841193,0.000000,-1.362240,0.000000,1.770615
LINE369,0.117029,-0.841159,0.000000,0.948194,0.000000,1.642840
LINE370,0.000000,-0.001763,3.448505,3.347830,0.000000,-1.554512
LINE371,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE372,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE373,0.647824,-0.841193,0.000000,-0.453217,0.000000,1.746335
LINE374,0.117029,-0.841159,0.000000,3.397154,0.000000,4.109560
LINE375,0.000000,-0.118392,3.448505,3.347830,0.000000,4.668822
LINE376,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE377,4.855564,-0.841092,4.689083,3.347859,4.885306,1.252477
LINE378,0.000000,4.641840,0.000000,3.114981,2.109061,1.252503
LINE379,0.647824,-0.841193,0.000000,0.803027,0.000000,3.585570
LINE380,0.117029,-0.841159,0.000000,1.592935,0.000000,-1.567572
LINE381,0.000000,0.808753,3.448505,3.347830,0.000000,4.605400
