# Result_no_control/output_current_peak.csv run at 2000-01-01 18:03:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE82,0.000000,0.088571,108.967140,3.270188,0.000000,0.068865
LINE83,2568.312776,-1.023997,2331.585300,3.402586,2806.840300,1.241261
LINE84,0.000000,0.392151,0.000000,2.748489,0.000000,2.214057
LINE85,0.000000,-0.098252,0.000000,1.003832,0.000000,4.246649
LINE86,0.000000,1.026718,0.000000,4.081912,0.000000,1.557228
LINE87,2568.312776,-1.023997,2331.585300,3.402586,2806.840300,1.241261
LINE88,0.000000,3.435205,0.000000,-0.109867,0.000000,4.502222
LINE89,0.000000,0.198174,0.000000,0.941030,0.000000,4.275807
LINE90,0.000000,0.618569,0.000000,4.147038,0.000000,1.545864
LINE91,2568.312776,-1.023997,2331.585300,3.402586,2806.840300,1.241261
LINE92,0.000000,0.555405,0.000000,1.857769,0.000000,4.360299
LINE93,0.000000,0.438716,0.000000,4.099454,0.000000,0.000000
LINE94,2568.312776,-1.023997,2331.585300,3.402586,2806.840300,1.241261
LINE95,0.000000,0.351514,0.000000,0.998607,0.000000,2.548685
LINE96,0.000000,2.653013,0.000000,-0.810330,0.000000,4.442478
LINE97,2568.312776,-1.023997,2331.585300,3.402586,2806.840300,1.241261
LINE98,0.000000,0.187791,0.000000,0.131271,0.000000,3.984544
LINE99,0.000000,3.116661,0.000000,-0.810330,0.000000,1.545864
LINE100,2568.312776,-1.023997,2331.585300,3.402586,2806.840300,1.241261
LINE101,0.000000,-0.913178,0.000000,1.627605,0.000000,4.118565
LINE102,0.000000,0.000000,0.000000,4.687457,0.000000,-0.024932
LINE103,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE104,2440.265141,-1.027678,1964.070024,3.414627,2511.441580,1.246925
LINE105,0.000000,1.572583,0.000000,1.564854,0.000000,-1.361477
LINE106,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE107,2440.265141,-1.027678,1964.070024,3.414627,2511.441580,1.246925
LINE108,0.000000,0.710353,0.000000,1.621633,0.000000,-1.438416
LINE109,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE110,2440.265141,-1.027678,1964.070024,3.414627,2511.441580,1.246925
LINE111,0.000000,-0.795665,0.000000,1.419218,0.000000,-1.503975
LINE112,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE113,2440.265141,-1.027678,1964.070024,3.414627,2511.441580,1.246925
LINE114,0.000000,-0.716676,0.000000,1.425657,0.000000,-1.494261
LINE115,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE116,145.326540,-0.966120,266.534203,3.355091,304.309798,1.207033
LINE117,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE118,0.000000,-0.458070,0.000000,1.423371,0.000000,-1.470947
LINE119,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE120,0.000000,1.082217,0.000000,4.023411,0.000000,2.264694
LINE121,145.326540,-0.966120,266.534203,3.355091,304.309798,1.207033
LINE122,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE123,0.000000,0.004251,0.000000,1.417661,0.000000,-1.491016
LINE124,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE125,0.000000,1.140973,0.000000,4.120728,0.000000,2.264694
LINE126,145.326540,-0.966120,266.534203,3.355091,304.309798,1.207033
LINE127,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE128,0.000000,0.500857,0.000000,1.375000,0.000000,-1.424768
LINE129,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE130,0.000000,1.178691,0.000000,4.099454,0.000000,2.189366
LINE131,145.326540,-0.966120,0.000000,3.032687,0.000000,-1.485956
LINE132,0.000000,1.366736,266.534203,3.355091,304.309798,1.207033
LINE133,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE134,0.000000,2.317799,0.000000,1.298934,0.000000,-1.414748
LINE135,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE136,0.000000,1.340469,0.000000,4.063434,0.000000,2.441920
LINE137,145.326540,-0.966120,0.000000,3.027938,0.000000,-1.502096
LINE138,0.000000,1.368223,266.534203,3.355091,304.309798,1.207033
LINE139,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE140,0.000000,2.564330,0.000000,1.321240,0.000000,-1.403188
LINE141,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE142,0.000000,1.410337,0.000000,4.038462,0.000000,3.116661
LINE143,145.326540,-0.966120,0.000000,3.086342,0.000000,-1.493680
LINE144,0.000000,1.373379,266.534203,3.355091,304.309798,1.207033
LINE145,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE146,0.000000,2.801924,0.000000,1.108679,0.000000,-1.533203
LINE147,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE148,0.000000,1.380716,0.000000,4.049908,0.000000,2.189366
LINE149,145.326540,-0.966120,0.000000,3.044050,0.000000,-1.484455
LINE150,0.000000,1.203226,0.000000,2.649411,304.309798,1.207033
LINE151,0.000000,2.749690,266.534203,3.355091,0.000000,2.310198
LINE152,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE153,0.000000,4.501556,0.000000,1.079789,0.000000,-1.042886
LINE154,128.378640,-0.953988,368.417459,3.338352,295.781219,1.193153
LINE155,0.000000,1.224114,0.000000,4.070266,0.000000,2.189366
LINE156,145.326540,-0.966120,0.000000,2.914242,0.000000,-1.483318
LINE157,0.000000,1.196081,0.000000,2.641900,304.309798,1.207033
LINE158,0.000000,2.776052,266.534203,3.355091,0.000000,2.395973
LINE159,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE160,0.000000,2.537820,0.000000,1.192188,0.000000,0.374002
LINE161,0.000000,3.925361,121.659290,3.335628,0.000000,3.611461
LINE162,128.378640,-0.953988,246.758843,3.339694,295.781219,1.193153
LINE163,0.000000,1.211128,0.000000,4.049908,0.000000,2.390018
LINE164,145.326540,-0.966120,0.000000,2.934598,0.000000,-1.468443
LINE165,0.000000,1.193854,0.000000,2.656089,304.309798,1.207033
LINE166,0.000000,2.662448,266.534203,3.355091,0.000000,3.772845
LINE167,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE168,0.000000,4.528628,0.000000,1.407235,0.000000,0.377456
LINE169,0.000000,3.888212,121.659290,3.335628,0.000000,3.591485
LINE170,128.378640,-0.953988,246.758843,3.339694,295.781219,1.193153
LINE171,0.000000,1.348469,0.000000,4.076731,0.000000,2.390018
LINE172,145.326540,-0.966120,0.000000,2.923301,0.000000,-1.475583
LINE173,0.000000,1.214793,0.000000,2.619286,0.000000,-0.672009
LINE174,0.000000,4.460690,0.000000,-0.675823,304.309798,1.207033
LINE175,0.000000,2.918599,266.534203,3.355091,0.000000,4.248478
LINE176,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE177,0.000000,3.987373,121.659290,3.335628,0.000000,3.480429
LINE178,128.378640,-0.953988,246.758843,3.339694,0.000000,-0.698661
LINE179,0.000000,2.833535,0.000000,4.194449,295.781219,1.193153
LINE180,0.000000,1.026718,0.000000,2.721870,0.000000,4.175068
LINE181,145.326540,-0.966120,0.000000,2.882997,0.000000,-1.482009
LINE182,0.000000,1.202338,0.000000,2.627342,0.000000,-0.697381
LINE183,0.000000,4.439714,0.000000,-0.655385,304.309798,1.207033
LINE184,0.000000,3.062239,266.534203,3.355091,0.000000,4.382550
LINE185,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE186,128.378640,-0.953988,246.758843,3.339694,0.000000,-0.665982
LINE187,0.000000,1.302245,0.000000,4.205519,295.781219,1.193153
LINE188,0.000000,0.618569,0.000000,2.757890,0.000000,4.223809
LINE189,145.326540,-0.966120,0.000000,2.968565,0.000000,-1.455033
LINE190,0.000000,4.045959,0.000000,2.497392,0.000000,1.343867
LINE191,0.000000,1.127937,0.000000,2.682895,0.000000,-0.699410
LINE192,0.000000,4.312577,0.000000,-0.689098,304.309798,1.207033
LINE193,0.000000,3.098902,266.534203,3.355091,0.000000,4.560310
LINE194,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE195,128.378640,-0.953988,246.758843,3.339694,0.000000,-0.578826
LINE196,0.000000,4.342666,0.000000,0.260272,139.041430,1.192732
LINE197,0.000000,1.240040,0.000000,4.236656,156.739812,1.193526
LINE198,0.000000,0.683694,0.000000,2.871682,0.000000,4.005141
LINE199,145.326540,-0.966120,0.000000,2.952234,0.000000,-1.461840
LINE200,0.000000,3.442462,0.000000,2.049792,0.000000,4.614728
LINE201,0.000000,1.063192,0.000000,2.463098,0.000000,-0.156109
LINE202,0.000000,4.009749,0.000000,-0.696953,304.309798,1.207033
LINE203,0.000000,3.128663,266.534203,3.355091,0.000000,4.568627
LINE204,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE205,128.378640,-0.953988,0.000000,0.572968,0.000000,3.679185
LINE206,0.000000,4.134019,246.758843,3.339694,0.000000,-0.797205
LINE207,0.000000,-0.754982,0.000000,0.093970,139.041430,1.192732
LINE208,0.000000,1.268206,0.000000,4.250087,156.739812,1.193526
LINE209,0.000000,0.339047,0.000000,3.023184,0.000000,3.580308
LINE210,145.326540,-0.966120,0.000000,2.879253,0.000000,-1.419762
LINE211,0.000000,1.191701,0.000000,2.079068,0.000000,-0.229062
LINE212,0.000000,3.794804,0.000000,-0.395307,304.309798,1.207033
LINE213,0.000000,3.066912,266.534203,3.355091,0.000000,4.609577
LINE214,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE215,128.378640,-0.953988,0.000000,0.811948,0.000000,4.685755
LINE216,0.000000,3.625824,246.758843,3.339694,0.000000,-0.803806
LINE217,0.000000,1.636337,0.000000,3.787211,156.739812,1.193526
LINE218,0.000000,0.396487,0.000000,3.029922,0.000000,3.278498
LINE219,145.326540,-0.966120,0.000000,2.892581,0.000000,-1.429827
LINE220,0.000000,1.158468,0.000000,2.345914,0.000000,-0.225229
LINE221,0.000000,3.817209,0.000000,-0.522140,304.309798,1.207033
LINE222,0.000000,3.257104,266.534203,3.355091,0.000000,4.631497
LINE223,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE224,128.378640,-0.953988,0.000000,2.627976,0.000000,4.507911
LINE225,0.000000,1.897252,246.758843,3.339694,0.000000,-0.760232
LINE226,0.000000,1.910116,0.000000,3.857405,156.739812,1.193526
LINE227,145.326540,-0.966120,0.000000,3.020575,0.000000,-1.369139
LINE228,0.000000,1.034281,0.000000,0.591274,0.000000,0.770922
LINE229,0.000000,3.882540,0.000000,-0.474683,304.309798,1.207033
LINE230,0.000000,3.351842,266.534203,3.355091,0.000000,4.562388
LINE231,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE232,0.000000,-1.499897,246.758843,3.339694,0.000000,2.523500
LINE233,0.000000,1.733554,0.000000,3.662022,0.000000,0.954304
LINE234,0.000000,0.918816,0.000000,2.777903,156.739812,1.193526
LINE235,145.326540,-0.966120,0.000000,3.389828,0.000000,4.580992
LINE236,0.000000,1.023538,0.000000,2.076663,0.000000,2.311090
LINE237,0.000000,3.828996,0.000000,-0.816236,304.309798,1.207033
LINE238,0.000000,3.144143,266.534203,3.355091,0.000000,4.576898
LINE239,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE240,0.000000,-1.473925,246.758843,3.339694,0.000000,2.640572
LINE241,0.000000,2.506405,0.000000,2.673775,156.739812,1.193526
LINE242,145.326540,-0.966120,0.000000,3.467784,0.000000,2.082711
LINE243,0.000000,1.194985,0.000000,3.215160,0.000000,2.037290
LINE244,0.000000,3.970969,0.000000,-0.937806,304.309798,1.207033
LINE245,0.000000,3.304103,266.534203,3.355091,0.000000,4.564066
LINE246,2295.231276,-1.031573,1698.082108,3.423967,2207.407242,1.252423
LINE247,0.000000,4.686310,124.076934,3.339702,0.000000,1.433920
LINE248,0.000000,-0.113773,122.681909,3.339687,0.000000,2.775254
LINE249,0.000000,2.990640,0.000000,2.860001,156.739812,1.193526
LINE250,145.326540,-0.966120,0.000000,3.051309,0.000000,3.792380
LINE251,0.000000,1.146901,0.000000,3.511047,0.000000,2.011058
LINE252,0.000000,3.874867,0.000000,-0.839310,304.309798,1.207033
LINE253,0.000000,3.239810,266.534203,3.355091,0.000000,4.557918
LINE254,139.863603,-0.998867,0.000000,2.312187,0.000000,2.116920
LINE255,2155.447322,-1.033695,1698.082108,3.423967,2207.407242,1.252423
LINE256,0.000000,2.489632,0.000000,2.422945,156.739812,1.193526
LINE257,145.326540,-0.966120,0.000000,3.675231,0.000000,3.344433
LINE258,0.000000,0.809209,0.000000,3.095349,0.000000,2.325822
LINE259,0.000000,3.863972,0.000000,-0.701000,304.309798,1.207033
LINE260,0.000000,2.914973,266.534203,3.355091,0.000000,4.529624
LINE261,139.863603,-0.998867,0.000000,2.336146,0.000000,2.041623
LINE262,2155.447322,-1.033695,1698.082108,3.423967,2207.407242,1.252423
LINE263,0.000000,0.234620,0.000000,-0.344560,156.739812,1.193526
LINE264,145.326540,-0.966120,0.000000,4.706661,0.000000,3.191109
LINE265,0.000000,4.126543,0.000000,2.911190,0.000000,3.054657
LINE266,0.000000,3.968476,0.000000,-0.638458,304.309798,1.207033
LINE267,0.000000,0.625965,142.640273,3.355467,0.000000,-1.482534
LINE268,0.000000,3.199659,123.893952,3.354659,0.000000,4.487656
LINE269,139.863603,-0.998867,0.000000,2.338055,0.000000,1.996117
LINE270,0.000000,2.075940,0.000000,3.846573,187.280512,1.232180
LINE271,2155.447322,-1.033695,1698.082108,3.423967,2020.168659,1.254299
LINE272,145.326540,-0.966120,0.000000,4.198934,0.000000,1.794245
LINE273,0.000000,1.875568,0.000000,2.919363,0.000000,3.175545
LINE274,0.000000,3.970366,0.000000,-1.015218,304.309798,1.207033
LINE275,0.000000,-0.902347,142.640273,3.355467,0.000000,4.695980
LINE276,0.000000,2.973423,123.893952,3.354659,0.000000,4.354781
LINE277,139.863603,-0.998867,0.000000,2.290131,0.000000,2.155057
LINE278,0.000000,1.849448,0.000000,4.104930,187.280512,1.232180
LINE279,2155.447322,-1.033695,1698.082108,3.423967,2020.168659,1.254299
LINE280,145.326540,-0.966120,0.000000,-0.476366,0.000000,3.612943
LINE281,0.000000,1.627252,0.000000,3.531080,0.000000,3.173062
LINE282,0.000000,3.692455,0.000000,-1.094735,304.309798,1.207033
LINE283,0.000000,4.477457,123.893952,3.354659,0.000000,4.391628
LINE284,139.863603,-0.998867,0.000000,2.357250,0.000000,2.238926
LINE285,0.000000,0.923554,0.000000,3.384431,187.280512,1.232180
LINE286,1090.323545,-1.018165,565.166757,3.402488,371.609005,1.222549
LINE287,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE288,145.326540,-0.966120,0.000000,0.007824,0.000000,3.213631
LINE289,0.000000,1.312829,0.000000,3.121202,0.000000,3.304048
LINE290,0.000000,-1.548534,0.000000,-0.908978,154.106859,1.207826
LINE291,0.000000,2.487825,0.000000,-1.302466,150.203038,1.206220
LINE292,0.000000,-1.368998,123.893952,3.354659,0.000000,-1.466945
LINE293,139.863603,-0.998867,0.000000,2.396543,0.000000,2.120459
LINE294,0.000000,0.658899,0.000000,3.214955,187.280512,1.232180
LINE295,1090.323545,-1.018165,565.166757,3.402488,371.609005,1.222549
LINE296,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE297,0.000000,-1.439119,0.000000,1.695526,154.106859,1.207826
LINE298,0.000000,2.370427,0.000000,-0.897261,150.203038,1.206220
LINE299,0.000000,0.376379,123.893952,3.354659,0.000000,-1.171112
LINE300,139.863603,-0.998867,0.000000,2.446199,0.000000,2.036083
LINE301,0.000000,0.480222,0.000000,3.817925,187.280512,1.232180
LINE302,1090.323545,-1.018165,565.166757,3.402488,371.609005,1.222549
LINE303,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE304,0.000000,-1.285110,0.000000,4.554182,154.106859,1.207826
LINE305,0.000000,3.306905,0.000000,-0.136079,150.203038,1.206220
LINE306,0.000000,1.920629,123.893952,3.354659,0.000000,0.196466
LINE307,139.863603,-0.998867,0.000000,2.456685,0.000000,1.950544
LINE308,0.000000,-0.071520,0.000000,-0.060148,187.280512,1.232180
LINE309,1090.323545,-1.018165,565.166757,3.402488,371.609005,1.222549
LINE310,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE311,0.000000,-1.558882,0.000000,2.399226,154.106859,1.207826
LINE312,0.000000,3.466605,0.000000,0.705120,150.203038,1.206220
LINE313,0.000000,1.952051,123.893952,3.354659,0.000000,-0.780758
LINE314,139.863603,-0.998867,0.000000,2.427535,0.000000,1.946250
LINE315,0.000000,0.537852,0.000000,1.274225,187.280512,1.232180
LINE316,282.643544,-1.012198,0.000000,3.076443,0.000000,1.698956
LINE317,807.686795,-1.020253,565.166757,3.402488,371.609005,1.222549
LINE318,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE319,0.000000,4.700161,0.000000,2.119645,154.106859,1.207826
LINE320,0.000000,3.987417,0.000000,1.174555,150.203038,1.206220
LINE321,139.863603,-0.998867,0.000000,2.405209,0.000000,1.954639
LINE322,0.000000,1.406235,0.000000,0.421652,187.280512,1.232180
LINE323,282.643544,-1.012198,0.000000,2.807995,0.000000,1.688065
LINE324,807.686795,-1.020253,565.166757,3.402488,371.609005,1.222549
LINE325,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE326,0.000000,3.955361,0.000000,0.003630,150.203038,1.206220
LINE327,139.863603,-0.998867,0.000000,2.400370,0.000000,2.123396
LINE328,0.000000,1.076683,0.000000,0.193174,187.280512,1.232180
LINE329,282.643544,-1.012198,0.000000,2.700765,0.000000,1.707822
LINE330,0.000000,4.548402,0.000000,0.161589,201.903717,1.237463
LINE331,807.686795,-1.020253,565.166757,3.402488,169.754451,1.204810
LINE332,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE333,139.863603,-0.998867,0.000000,2.421038,0.000000,2.163071
LINE334,0.000000,-0.004503,0.000000,0.458490,187.280512,1.232180
LINE335,282.643544,-1.012198,0.000000,2.826003,0.000000,1.680404
LINE336,0.000000,4.583762,0.000000,1.580646,201.903717,1.237463
LINE337,0.000000,4.343602,133.460508,3.382483,0.000000,-1.304835
LINE338,807.686795,-1.020253,431.741208,3.408671,169.754451,1.204810
LINE339,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE340,139.863603,-0.998867,0.000000,2.427209,0.000000,2.060526
LINE341,0.000000,0.229487,0.000000,-0.020067,187.280512,1.232180
LINE342,141.837248,-1.012081,0.000000,2.904907,0.000000,1.716889
LINE343,140.806298,-1.012316,0.000000,2.852182,0.000000,1.662348
LINE344,0.000000,4.337719,133.460508,3.382483,0.000000,-1.307946
LINE345,807.686795,-1.020253,431.741208,3.408671,169.754451,1.204810
LINE346,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE347,139.863603,-0.998867,0.000000,2.350354,0.000000,2.266127
LINE348,141.837248,-1.012081,0.000000,2.379113,0.000000,-1.300286
LINE349,140.806298,-1.012316,0.000000,3.108384,0.000000,1.992337
LINE350,0.000000,4.263232,133.460508,3.382483,0.000000,-1.382307
LINE351,807.686795,-1.020253,431.741208,3.408671,169.754451,1.204810
LINE352,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE353,139.863603,-0.998867,0.000000,2.554490,0.000000,2.518918
LINE354,140.806298,-1.012316,0.000000,-0.653758,0.000000,2.287086
LINE355,0.000000,4.416349,133.460508,3.382483,0.000000,-1.495807
LINE356,807.686795,-1.020253,431.741208,3.408671,169.754451,1.204810
LINE357,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE358,139.863603,-0.998867,0.000000,2.292751,0.000000,2.635277
LINE359,140.806298,-1.012316,0.000000,2.612056,0.000000,2.866601
LINE360,0.000000,4.143343,133.460508,3.382483,0.000000,-1.399298
LINE361,807.686795,-1.020253,431.741208,3.408671,169.754451,1.204810
LINE362,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE363,139.863603,-0.998867,0.000000,2.262030,0.000000,1.808938
LINE364,140.806298,-1.012316,0.000000,2.366104,0.000000,4.208023
LINE365,0.000000,4.407957,133.460508,3.382483,0.000000,-1.422885
LINE366,807.686795,-1.020253,431.741208,3.408671,169.754451,1.204810
LINE367,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE368,139.863603,-0.998867,0.000000,2.935806,0.000000,1.730262
LINE369,140.806298,-1.012316,0.000000,1.770522,0.000000,2.365597
LINE370,0.000000,4.520453,133.460508,3.382483,0.000000,-1.489268
LINE371,807.686795,-1.020253,431.741208,3.408671,169.754451,1.204810
LINE372,1065.389794,-1.049587,1133.110733,3.434679,1648.789152,1.261454
LINE373,139.863603,-0.998867,0.000000,3.180640,0.000000,-0.377997
LINE374,140.806298,-1.012316,0.000000,0.402424,0.000000,3.209445
LINE375,0.000000,4.241974,133.460508,3.382483,0.000000,-1.544972
LINE376,807.686795,-1.020253,431.741208,3.408671,169.754451,1.204810
LINE377,1065.389794,-1.049587,1133.110733,3.434679,1469.993071,1.263616
