# Result_no_control/output_current_offpeak.csv run at 2000-01-01 00:01:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE101,0.000000,-1.542306,0.000000,2.639515,0.000000,3.967777
LINE102,0.000000,1.545864,0.000000,0.000000,0.000000,4.690631
LINE103,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE104,3.196390,-0.841152,2.807261,3.347447,2.864992,1.253217
LINE105,0.000000,-1.511822,0.000000,2.547408,0.000000,3.694029
LINE106,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE107,3.196390,-0.841152,2.807261,3.347447,2.864992,1.253217
LINE108,0.000000,4.610874,0.000000,1.544946,0.000000,4.187857
LINE109,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE110,3.196390,-0.841152,2.807261,3.347447,2.864992,1.253217
LINE111,0.000000,4.621742,0.000000,1.169692,0.000000,3.870204
LINE112,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE113,3.196390,-0.841152,2.807261,3.347447,2.864992,1.253217
LINE114,0.000000,4.618709,0.000000,1.159882,0.000000,3.861202
LINE115,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE116,0.213035,-0.841214,0.371715,3.347472,0.455183,1.253202
LINE117,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE118,0.000000,4.651227,0.000000,1.108027,0.000000,3.758889
LINE119,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE120,0.000000,3.187968,0.000000,0.438716,0.000000,1.758250
LINE121,0.213035,-0.841214,0.371715,3.347472,0.455183,1.253202
LINE122,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE123,0.000000,4.690842,0.000000,1.166242,0.000000,3.530273
LINE124,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE125,0.000000,2.825204,0.000000,0.220047,0.000000,1.676764
LINE126,0.213035,-0.841214,0.371715,3.347472,0.455183,1.253202
LINE127,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE128,0.000000,-1.486646,0.000000,1.383746,0.000000,3.775082
LINE129,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE130,0.000000,2.951512,0.000000,0.220047,0.000000,1.776026
LINE131,0.213035,-0.841214,0.000000,-1.298978,0.000000,-1.360928
LINE132,0.000000,-0.714196,0.371715,3.347472,0.455183,1.253202
LINE133,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE134,0.000000,4.604683,0.000000,1.334181,0.000000,3.876847
LINE135,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE136,0.000000,2.653013,0.000000,-0.024932,0.000000,3.116661
LINE137,0.213035,-0.841214,0.000000,-1.253810,0.000000,-1.341035
LINE138,0.000000,-0.710406,0.371715,3.347472,0.455183,1.253202
LINE139,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE140,0.000000,4.574151,0.000000,1.259142,0.000000,3.854730
LINE141,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE142,0.000000,0.760466,0.000000,0.140217,0.000000,4.572036
LINE143,0.213035,-0.841214,0.000000,-1.231467,0.000000,-1.404491
LINE144,0.000000,-0.706643,0.371715,3.347472,0.455183,1.253202
LINE145,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE146,0.000000,4.423124,0.000000,1.584083,0.000000,4.069471
LINE147,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE148,0.000000,1.082217,0.000000,0.438716,0.000000,1.810902
LINE149,0.213035,-0.841214,0.000000,-0.928526,0.000000,-1.380517
LINE150,0.000000,-0.706295,0.000000,2.979770,0.455183,1.253202
LINE151,0.000000,2.568247,0.371715,3.347472,0.000000,1.409047
LINE152,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE153,0.000000,-0.479885,0.000000,0.437860,0.000000,4.162782
LINE154,0.363400,-0.841219,0.609758,3.347466,0.442637,1.253193
LINE155,0.000000,0.438716,0.000000,0.533667,0.000000,1.688774
LINE156,0.213035,-0.841214,0.000000,-0.967746,0.000000,-1.399525
LINE157,0.000000,-0.710449,0.000000,2.973283,0.455183,1.253202
LINE158,0.000000,2.679027,0.371715,3.347472,0.000000,1.407556
LINE159,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE160,0.000000,-1.235954,0.000000,-1.235954,0.000000,3.248160
LINE161,0.000000,2.773100,0.204642,3.347465,0.000000,1.666193
LINE162,0.363400,-0.841219,0.405116,3.347466,0.442637,1.253193
LINE163,0.000000,-0.024932,0.000000,0.438716,0.000000,4.532997
LINE164,0.213035,-0.841214,0.000000,-1.046174,0.000000,-1.373999
LINE165,0.000000,-0.706777,0.000000,2.973054,0.455183,1.253202
LINE166,0.000000,2.483907,0.371715,3.347472,0.000000,1.406118
LINE167,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE168,0.000000,4.309301,0.000000,1.185842,0.000000,2.019300
LINE169,0.000000,3.377573,0.204642,3.347465,0.000000,4.161008
LINE170,0.363400,-0.841219,0.405116,3.347466,0.442637,1.253193
LINE171,0.000000,0.220047,0.000000,0.957862,0.000000,3.116661
LINE172,0.213035,-0.841214,0.000000,-0.903025,0.000000,-1.405375
LINE173,0.000000,-0.742692,0.000000,3.029650,0.000000,-0.216889
LINE174,0.000000,-0.442272,0.000000,1.297301,0.455183,1.253202
LINE175,0.000000,2.763468,0.371715,3.347472,0.000000,1.316695
LINE176,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE177,0.000000,3.684306,0.204642,3.347465,0.000000,4.696938
LINE178,0.363400,-0.841219,0.405116,3.347466,0.000000,-0.726083
LINE179,0.000000,2.548655,0.000000,-0.216255,0.442637,1.253193
LINE180,0.000000,0.296819,0.000000,1.082217,0.000000,1.569908
LINE181,0.213035,-0.841214,0.000000,-0.882655,0.000000,-1.448538
LINE182,0.000000,-0.815750,0.000000,3.070590,0.000000,-0.241546
LINE183,0.000000,-0.424903,0.000000,1.287707,0.455183,1.253202
LINE184,0.000000,2.722343,0.371715,3.347472,0.000000,1.082559
LINE185,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE186,0.363400,-0.841219,0.405116,3.347466,0.000000,-0.418182
LINE187,0.000000,2.538534,0.000000,-0.242883,0.442637,1.253193
LINE188,0.000000,1.545864,0.000000,-0.024932,0.000000,4.694903
LINE189,0.213035,-0.841214,0.000000,-1.091961,0.000000,-1.456108
LINE190,0.000000,1.701112,0.000000,0.202207,0.000000,3.388188
LINE191,0.000000,-0.957130,0.000000,2.955082,0.000000,-0.062836
LINE192,0.000000,-0.416023,0.000000,1.378993,0.455183,1.253202
LINE193,0.000000,2.762376,0.371715,3.347472,0.000000,0.733539
LINE194,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE195,0.363400,-0.841219,0.405116,3.347466,0.000000,-0.323652
LINE196,0.000000,3.031094,0.000000,2.857043,0.221318,1.253193
LINE197,0.000000,2.517835,0.000000,-0.079912,0.221319,1.253194
LINE198,0.000000,4.687457,0.000000,0.760466,0.000000,4.711378
LINE199,0.213035,-0.841214,0.000000,-1.087941,0.000000,-1.413883
LINE200,0.000000,4.577663,0.000000,2.399381,0.000000,-0.405623
LINE201,0.000000,-1.023904,0.000000,2.927847,0.000000,-0.504119
LINE202,0.000000,-0.355180,0.000000,1.141291,0.455183,1.253202
LINE203,0.000000,2.744460,0.371715,3.347472,0.000000,-0.766023
LINE204,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE205,0.363400,-0.841219,0.000000,3.905524,0.000000,4.643568
LINE206,0.000000,1.632418,0.405116,3.347466,0.000000,-0.360406
LINE207,0.000000,1.347328,0.000000,0.187633,0.221318,1.253193
LINE208,0.000000,2.315888,0.000000,0.550562,0.221319,1.253194
LINE209,0.000000,4.687457,0.000000,0.000000,0.000000,-1.558910
LINE210,0.213035,-0.841214,0.000000,-1.183851,0.000000,-1.410966
LINE211,0.000000,-1.122442,0.000000,2.838752,0.000000,-0.096921
LINE212,0.000000,-0.346686,0.000000,0.980258,0.455183,1.253202
LINE213,0.000000,2.716573,0.371715,3.347472,0.000000,-1.415453
LINE214,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE215,0.363400,-0.841219,0.000000,3.298842,0.000000,4.627646
LINE216,0.000000,1.818083,0.405116,3.347466,0.000000,0.027741
LINE217,0.000000,1.380223,0.000000,3.497080,0.221319,1.253194
LINE218,0.000000,0.000000,0.000000,2.331263,0.000000,4.683581
LINE219,0.213035,-0.841214,0.000000,-1.292378,0.000000,-1.403076
LINE220,0.000000,-1.109885,0.000000,2.737264,0.000000,-0.279556
LINE221,0.000000,-0.432504,0.000000,1.137872,0.455183,1.253202
LINE222,0.000000,2.722466,0.371715,3.347472,0.000000,-1.451136
LINE223,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE224,0.363400,-0.841219,0.000000,1.214662,0.000000,4.172165
LINE225,0.000000,1.733795,0.405116,3.347466,0.000000,0.192337
LINE226,0.000000,1.547140,0.000000,3.765300,0.221319,1.253194
LINE227,0.213035,-0.841214,0.000000,4.608616,0.000000,-1.360051
LINE228,0.000000,-0.920608,0.000000,2.556052,0.000000,-0.114398
LINE229,0.000000,-0.413051,0.000000,1.144709,0.455183,1.253202
LINE230,0.000000,2.822621,0.371715,3.347472,0.000000,-1.470206
LINE231,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE232,0.000000,-0.190565,0.405116,3.347466,0.000000,1.592787
LINE233,0.000000,0.160241,0.000000,0.160241,0.000000,0.437887
LINE234,0.000000,-0.422683,0.000000,3.862237,0.221319,1.253194
LINE235,0.213035,-0.841214,0.000000,4.578479,0.000000,-1.128616
LINE236,0.000000,-0.715906,0.000000,2.778607,0.000000,-0.094036
LINE237,0.000000,-0.488024,0.000000,1.037360,0.455183,1.253202
LINE238,0.000000,2.786132,0.371715,3.347472,0.000000,-1.429243
LINE239,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE240,0.000000,-0.215769,0.405116,3.347466,0.000000,1.557720
LINE241,0.000000,3.067594,0.000000,3.067594,0.221319,1.253194
LINE242,0.213035,-0.841214,0.000000,3.724189,0.000000,1.030643
LINE243,0.000000,-1.023898,0.000000,2.839815,0.000000,0.131156
LINE244,0.000000,-0.503883,0.000000,0.926658,0.455183,1.253202
LINE245,0.000000,2.733640,0.371715,3.347472,0.000000,-1.518431
LINE246,2.983355,-0.841148,2.435546,3.347443,2.409808,1.253220
LINE247,0.000000,0.596641,0.200470,3.347466,0.000000,-1.569537
LINE248,0.000000,0.584762,0.204646,3.347466,0.000000,1.641905
LINE249,0.000000,2.760099,0.000000,2.290538,0.221319,1.253194
LINE250,0.213035,-0.841214,0.000000,2.814082,0.000000,-1.119911
LINE251,0.000000,-0.944553,0.000000,2.545062,0.000000,-0.292063
LINE252,0.000000,-0.515002,0.000000,0.964788,0.455183,1.253202
LINE253,0.000000,2.720710,0.371715,3.347472,0.000000,-1.521578
LINE254,0.213058,-0.841203,0.000000,3.260047,0.000000,-1.548342
LINE255,2.770297,-0.841143,2.435546,3.347443,2.409808,1.253220
LINE256,0.000000,-0.153021,0.000000,3.381133,0.221319,1.253194
LINE257,0.213035,-0.841214,0.000000,3.745488,0.000000,-1.176924
LINE258,0.000000,-0.892328,0.000000,2.483216,0.000000,-0.463319
LINE259,0.000000,-0.451929,0.000000,0.967728,0.455183,1.253202
LINE260,0.000000,2.730441,0.371715,3.347472,0.000000,-1.545005
LINE261,0.213058,-0.841203,0.000000,3.276195,0.000000,-1.545280
LINE262,2.770297,-0.841143,2.435546,3.347443,2.409808,1.253220
LINE263,0.000000,-0.377959,0.000000,2.704375,0.221319,1.253194
LINE264,0.213035,-0.841214,0.000000,3.714623,0.000000,1.405427
LINE265,0.000000,-0.914224,0.000000,2.568700,0.000000,-0.198285
LINE266,0.000000,-0.443584,0.000000,0.960496,0.455183,1.253202
LINE267,0.000000,2.930629,0.183769,3.347472,0.000000,1.709242
LINE268,0.000000,2.545987,0.187945,3.347471,0.000000,-1.561462
LINE269,0.213058,-0.841203,0.000000,3.347861,0.000000,-1.553589
LINE270,0.000000,-0.458957,0.000000,3.853009,0.208811,1.253217
LINE271,2.770297,-0.841143,2.435546,3.347443,2.200998,1.253221
LINE272,0.213035,-0.841214,0.000000,-1.171635,0.000000,4.429186
LINE273,0.000000,-0.358379,0.000000,-0.603005,0.000000,-0.608657
LINE274,0.000000,-0.398301,0.000000,0.799257,0.455183,1.253202
LINE275,0.000000,2.362293,0.183769,3.347472,0.000000,-1.381872
LINE276,0.000000,1.824692,0.187945,3.347471,0.000000,-1.569682
LINE277,0.213058,-0.841203,0.000000,3.233371,0.000000,-1.557707
LINE278,0.000000,-0.420386,0.000000,3.708801,0.208811,1.253217
LINE279,2.770297,-0.841143,2.435546,3.347443,2.200998,1.253221
LINE280,0.213035,-0.841214,0.000000,-0.928922,0.000000,1.449536
LINE281,0.000000,0.416337,0.000000,-0.262380,0.000000,2.348661
LINE282,0.000000,-0.743958,0.000000,0.975842,0.455183,1.253202
LINE283,0.000000,1.401740,0.187945,3.347471,0.000000,4.711086
LINE284,0.213058,-0.841203,0.000000,3.328137,0.000000,-1.565026
LINE285,0.000000,-0.466327,0.000000,3.639714,0.208811,1.253217
LINE286,1.278595,-0.841132,0.822976,3.347424,0.442678,1.253223
LINE287,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE288,0.213035,-0.841214,0.000000,3.028152,0.000000,2.553795
LINE289,0.000000,4.031344,0.000000,1.021627,0.000000,0.064438
LINE290,0.000000,0.858353,0.000000,3.834783,0.225504,1.253203
LINE291,0.000000,-0.910314,0.000000,1.445049,0.229679,1.253202
LINE292,0.000000,2.122039,0.187945,3.347471,0.000000,-1.542714
LINE293,0.213058,-0.841203,0.000000,3.364892,0.000000,-1.563819
LINE294,0.000000,-0.419020,0.000000,3.530334,0.208811,1.253217
LINE295,1.278595,-0.841132,0.822976,3.347424,0.442678,1.253223
LINE296,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE297,0.000000,0.601168,0.000000,3.362069,0.225504,1.253203
LINE298,0.000000,-1.115105,0.000000,2.648056,0.229679,1.253202
LINE299,0.000000,1.521573,0.187945,3.347471,0.000000,-1.483496
LINE300,0.213058,-0.841203,0.000000,3.350597,0.000000,-1.564125
LINE301,0.000000,-0.303721,0.000000,3.612973,0.208811,1.253217
LINE302,1.278595,-0.841132,0.822976,3.347424,0.442678,1.253223
LINE303,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE304,0.000000,0.763829,0.000000,4.484772,0.225504,1.253203
LINE305,0.000000,3.659255,0.000000,0.858811,0.229679,1.253202
LINE306,0.000000,2.673449,0.187945,3.347471,0.000000,-1.562339
LINE307,0.213058,-0.841203,0.000000,3.375491,0.000000,-1.564935
LINE308,0.000000,-0.291068,0.000000,4.141290,0.208811,1.253217
LINE309,1.278595,-0.841132,0.822976,3.347424,0.442678,1.253223
LINE310,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE311,0.000000,1.524737,0.000000,1.524737,0.225504,1.253203
LINE312,0.000000,3.397979,0.000000,0.449034,0.229679,1.253202
LINE313,0.000000,-1.179639,0.187945,3.347471,0.000000,1.160058
LINE314,0.213058,-0.841203,0.000000,3.420440,0.000000,4.709240
LINE315,0.000000,-0.738797,0.000000,-0.200316,0.208811,1.253217
LINE316,0.259026,-0.841191,0.000000,2.412802,0.000000,-1.544584
LINE317,1.019569,-0.841117,0.822976,3.347424,0.442678,1.253223
LINE318,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE319,0.000000,1.528303,0.000000,4.600036,0.225504,1.253203
LINE320,0.000000,-0.243468,0.000000,1.252226,0.229679,1.253202
LINE321,0.213058,-0.841203,0.000000,3.366993,0.000000,4.710965
LINE322,0.000000,2.670909,0.000000,0.361399,0.208811,1.253217
LINE323,0.259026,-0.841191,0.000000,2.407634,0.000000,-1.544729
LINE324,1.019569,-0.841117,0.822976,3.347424,0.442678,1.253223
LINE325,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE326,0.000000,3.688843,0.000000,-1.286604,0.229679,1.253202
LINE327,0.213058,-0.841203,0.000000,3.494243,0.000000,4.700804
LINE328,0.000000,3.347700,0.000000,-0.520955,0.208811,1.253217
LINE329,0.259026,-0.841191,0.000000,2.424614,0.000000,-1.544378
LINE330,0.000000,4.232332,0.000000,0.345309,0.225517,1.253224
LINE331,1.019569,-0.841117,0.822976,3.347424,0.217161,1.253223
LINE332,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE333,0.213058,-0.841203,0.000000,3.623938,0.000000,4.708017
LINE334,0.000000,2.704613,0.000000,0.939297,0.208811,1.253217
LINE335,0.259026,-0.841191,0.000000,2.431397,0.000000,-1.549337
LINE336,0.000000,-0.843051,0.000000,-0.185307,0.225517,1.253224
LINE337,0.000000,-0.083442,0.225566,3.347442,0.000000,1.531479
LINE338,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
LINE339,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE340,0.213058,-0.841203,0.000000,3.727549,0.000000,4.697221
LINE341,0.000000,-0.233655,0.000000,0.143278,0.208811,1.253217
LINE342,0.142046,-0.841191,0.000000,3.740816,0.000000,-1.482587
LINE343,0.116979,-0.841191,0.000000,2.435393,0.000000,-1.548753
LINE344,0.000000,-0.085701,0.225566,3.347442,0.000000,1.530483
LINE345,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
LINE346,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE347,0.213058,-0.841203,0.000000,3.543972,0.000000,4.704824
LINE348,0.142046,-0.841191,0.000000,-1.344569,0.000000,4.508219
LINE349,0.116979,-0.841191,0.000000,2.096139,0.000000,4.710709
LINE350,0.000000,-0.059463,0.225566,3.347442,0.000000,1.519615
LINE351,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
LINE352,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE353,0.213058,-0.841203,0.000000,3.357510,0.000000,4.702517
LINE354,0.116979,-0.841191,0.000000,1.741208,0.000000,-1.552934
LINE355,0.000000,-0.273090,0.225566,3.347442,0.000000,1.484451
LINE356,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
LINE357,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE358,0.213058,-0.841203,0.000000,3.562696,0.000000,-1.555563
LINE359,0.116979,-0.841191,0.000000,2.203656,0.000000,-1.535096
LINE360,0.000000,0.238190,0.225566,3.347442,0.000000,-1.489575
LINE361,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
LINE362,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE363,0.213058,-0.841203,0.000000,3.172587,0.000000,-1.554011
LINE364,0.116979,-0.841191,0.000000,1.450822,0.000000,-1.568219
LINE365,0.000000,-1.360594,0.225566,3.347442,0.000000,1.183079
LINE366,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
LINE367,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE368,0.213058,-0.841203,0.000000,3.310062,0.000000,1.623789
LINE369,0.116979,-0.841191,0.000000,2.225015,0.000000,4.705191
LINE370,0.000000,-0.083130,0.225566,3.347442,0.000000,-1.529546
LINE371,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
LINE372,1.491702,-0.841153,1.612571,3.347453,1.758320,1.253220
LINE373,0.213058,-0.841203,0.000000,2.655680,0.000000,-1.552226
LINE374,0.116979,-0.841191,0.000000,0.873548,0.000000,4.624774
LINE375,0.000000,-0.174707,0.225566,3.347442,0.000000,4.619854
LINE376,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
LINE377,1.491702,-0.841153,1.612571,3.347453,1.532797,1.253220
LINE378,0.000000,2.011785,0.000000,3.745298,0.225523,1.253221
LINE379,0.213058,-0.841203,0.000000,1.384839,0.000000,1.546633
LINE380,0.116979,-0.841191,0.000000,1.526714,0.000000,4.642000
LINE381,0.000000,3.777280,0.225566,3.347442,0.000000,1.929092
LINE382,1.019569,-0.841117,0.597410,3.347417,0.217161,1.253223
