# Result_no_control/output_current_end.csv run at 2000-01-02 00:00:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE35,0.000000,-0.665858,0.472362,3.347239,0.000000,4.685331
LINE36,9.925073,-0.841136,15.176963,3.347787,11.579056,1.252475
LINE37,0.000000,4.687457,0.000000,-0.757747,0.000000,1.584480
LINE38,1.449350,-0.841478,0.000000,3.875187,0.000000,1.562131
LINE39,0.000000,-0.824709,0.234091,3.347239,0.000000,4.660179
LINE40,0.000000,-0.134094,0.238271,3.347239,0.000000,-1.550976
LINE41,9.925073,-0.841136,15.176963,3.347787,11.579056,1.252475
LINE42,0.000000,-0.479964,0.000000,4.596177,0.000000,1.575520
LINE43,0.000000,4.687457,0.000000,-0.024932,0.000000,1.574177
LINE44,1.449350,-0.841478,0.000000,3.420869,0.000000,1.696194
LINE45,0.000000,4.142686,0.234091,3.347239,0.000000,4.709745
LINE46,0.000000,0.128439,0.238271,3.347239,0.000000,1.100436
LINE47,9.925073,-0.841136,15.176963,3.347787,11.579056,1.252475
LINE48,0.000000,-0.535057,0.000000,-1.117414,0.000000,1.639033
LINE49,0.000000,0.760466,0.000000,0.140217,0.000000,1.574177
LINE50,1.449350,-0.841478,0.000000,4.348704,0.000000,0.507835
LINE51,0.000000,4.003114,0.234091,3.347239,0.000000,-1.567830
LINE52,9.925073,-0.841136,15.176963,3.347787,11.579055,1.252475
LINE53,0.000000,4.664879,0.000000,2.146346,0.000000,1.688221
LINE54,0.000000,-0.334483,0.000000,-1.093369,0.000000,1.519123
LINE55,0.000000,0.837238,0.000000,0.533667,0.000000,1.567206
LINE56,1.449350,-0.841478,0.000000,1.282046,0.000000,4.538554
LINE57,0.000000,4.074029,0.234091,3.347239,0.000000,4.695785
LINE58,9.925073,-0.841136,15.176963,3.347787,11.579055,1.252475
LINE59,0.000000,-1.343027,0.000000,2.460161,0.000000,1.555180
LINE60,0.000000,0.227280,0.000000,-1.050249,0.000000,1.422317
LINE61,0.000000,0.438716,0.000000,0.669806,0.000000,1.551398
LINE62,1.449350,-0.841478,0.000000,0.638733,0.000000,4.627185
LINE63,0.000000,4.515353,0.234091,3.347239,0.000000,-1.321840
LINE64,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE65,2.164479,-0.841279,0.000000,4.332358,0.000000,4.680922
LINE66,0.000000,4.321824,0.000000,3.127316,0.000000,1.674708
LINE67,0.000000,-0.043098,0.000000,-0.688942,0.000000,1.485061
LINE68,0.000000,0.277953,0.000000,0.563071,0.000000,1.549771
LINE69,1.449350,-0.841478,0.000000,3.732998,0.000000,1.657738
LINE70,0.000000,4.551572,0.234091,3.347239,0.000000,4.701853
LINE71,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE72,0.204742,-0.841286,0.000000,-0.377921,0.000000,4.026768
LINE73,1.959737,-0.841278,0.000000,-0.217600,0.000000,4.633477
LINE74,0.000000,-1.462502,0.000000,3.235308,0.000000,1.713694
LINE75,0.000000,0.210828,0.000000,-0.380913,0.000000,1.475853
LINE76,0.000000,0.238063,0.000000,0.618569,0.000000,1.550690
LINE77,0.000000,0.085095,0.234091,3.347239,0.000000,1.034048
LINE78,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE79,0.000000,-0.961268,0.000000,3.311742,0.000000,1.639305
LINE80,0.000000,0.368372,0.000000,-0.438205,0.000000,1.467804
LINE81,0.000000,0.266525,0.000000,0.523617,0.000000,1.550959
LINE82,0.000000,0.517961,0.234091,3.347239,0.000000,1.294063
LINE83,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE84,0.000000,-1.448093,0.000000,2.971043,0.000000,2.959500
LINE85,0.000000,0.382382,0.000000,-0.425721,0.000000,1.480035
LINE86,0.000000,0.251165,0.000000,0.533667,0.000000,1.555813
LINE87,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE88,0.000000,4.600361,0.000000,1.398845,0.000000,4.229840
LINE89,0.000000,0.404440,0.000000,-0.449622,0.000000,1.523422
LINE90,0.000000,0.127717,0.000000,0.438716,0.000000,1.551305
LINE91,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE92,0.000000,1.004802,0.000000,-0.218533,0.000000,1.515446
LINE93,0.000000,0.438716,0.000000,1.545864,0.000000,1.519503
LINE94,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE95,0.000000,0.489788,0.000000,-0.153443,0.000000,1.468727
LINE96,0.000000,0.438716,0.000000,1.545864,0.000000,-0.024932
LINE97,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE98,0.000000,1.410922,0.000000,-0.223201,0.000000,2.575498
LINE99,0.000000,4.687457,0.000000,0.438716,0.000000,-1.519703
LINE100,7.760594,-0.841097,15.176963,3.347787,11.579055,1.252475
LINE101,0.000000,1.901198,0.000000,-0.036937,0.000000,2.448416
LINE102,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024932
LINE103,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE104,7.543317,-0.841092,13.892135,3.347807,11.135841,1.252473
LINE105,0.000000,1.854561,0.000000,-0.047955,0.000000,2.398396
LINE106,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE107,7.543317,-0.841092,13.892135,3.347807,11.135841,1.252473
LINE108,0.000000,2.144726,0.000000,-0.139853,0.000000,2.584941
LINE109,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE110,7.543317,-0.841092,13.892135,3.347807,11.135841,1.252473
LINE111,0.000000,2.095840,0.000000,-0.206779,0.000000,2.461184
LINE112,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE113,7.543317,-0.841092,13.892135,3.347807,11.135841,1.252473
LINE114,0.000000,2.096911,0.000000,-0.210184,0.000000,2.472797
LINE115,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE116,0.213108,-0.841221,4.551936,3.347737,2.752350,1.252491
LINE117,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE118,0.000000,2.102534,0.000000,-0.154045,0.000000,2.420712
LINE119,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE120,0.000000,2.397831,0.000000,0.438716,0.000000,-1.567578
LINE121,0.213108,-0.841221,4.551936,3.347737,2.752350,1.252491
LINE122,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE123,0.000000,2.125442,0.000000,-0.102878,0.000000,2.549356
LINE124,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE125,0.000000,2.545323,0.000000,0.503143,0.000000,-1.570343
LINE126,0.213108,-0.841221,4.551936,3.347737,2.752350,1.252491
LINE127,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE128,0.000000,2.194959,0.000000,-0.102566,0.000000,2.373112
LINE129,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE130,0.000000,2.721870,0.000000,0.618569,0.000000,4.705359
LINE131,0.213108,-0.841221,0.000000,3.392619,0.000000,1.560394
LINE132,0.000000,-0.376265,4.551936,3.347737,2.752350,1.252491
LINE133,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE134,0.000000,2.118921,0.000000,-0.116656,0.000000,2.412986
LINE135,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE136,0.000000,2.871682,0.000000,0.503143,0.000000,4.710890
LINE137,0.213108,-0.841221,0.000000,3.528784,0.000000,1.571582
LINE138,0.000000,-0.367562,4.551936,3.347737,2.752350,1.252491
LINE139,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE140,0.000000,2.134425,0.000000,-0.145424,0.000000,2.406424
LINE141,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE142,0.000000,2.893184,0.000000,0.618569,0.000000,4.707376
LINE143,0.213108,-0.841221,0.000000,3.437950,0.000000,1.565484
LINE144,0.000000,-0.366396,4.551936,3.347737,2.752350,1.252491
LINE145,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE146,0.000000,2.053457,0.000000,-0.022556,0.000000,2.404749
LINE147,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE148,0.000000,2.936807,0.000000,0.618569,0.000000,4.701714
LINE149,0.213108,-0.841221,0.000000,3.467558,0.000000,1.568069
LINE150,0.000000,-0.404904,0.000000,3.152254,2.752350,1.252491
LINE151,0.000000,2.152816,4.551936,3.347737,0.000000,1.557495
LINE152,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE153,0.000000,1.937759,0.000000,3.970000,0.000000,3.624369
LINE154,0.217277,-0.841246,1.284828,3.347567,0.443215,1.252520
LINE155,0.000000,2.926672,0.000000,1.545864,0.000000,4.693805
LINE156,0.213108,-0.841221,0.000000,3.451236,0.000000,1.548065
LINE157,0.000000,-0.410977,0.000000,3.150985,2.752350,1.252491
LINE158,0.000000,2.369052,4.551936,3.347737,0.000000,1.541363
LINE159,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE160,0.000000,0.396673,0.000000,4.259338,0.000000,4.250011
LINE161,0.000000,0.470011,0.878883,3.347571,0.000000,4.697378
LINE162,0.217277,-0.841246,0.405946,3.347559,0.443215,1.252520
LINE163,0.000000,2.981133,0.000000,1.545864,0.000000,4.690224
LINE164,0.213108,-0.841221,0.000000,3.326603,0.000000,1.542638
LINE165,0.000000,-0.396716,0.000000,3.163615,2.752350,1.252491
LINE166,0.000000,2.178149,4.551936,3.347737,0.000000,1.535054
LINE167,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE168,0.000000,2.309361,0.000000,-0.935634,0.000000,0.893348
LINE169,0.000000,2.602522,0.878883,3.347571,0.000000,1.703798
LINE170,0.217277,-0.841246,0.405946,3.347559,0.443215,1.252520
LINE171,0.000000,2.974764,0.000000,1.867615,0.000000,4.698036
LINE172,0.213108,-0.841221,0.000000,3.353146,0.000000,1.534784
LINE173,0.000000,-0.430821,0.000000,3.173208,0.000000,4.167197
LINE174,0.000000,0.302110,0.000000,0.330300,2.752350,1.252491
LINE175,0.000000,2.452197,4.551936,3.347737,0.000000,-1.492754
LINE176,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE177,0.000000,-0.081968,0.878883,3.347571,0.000000,1.428224
LINE178,0.217277,-0.841246,0.405946,3.347559,0.000000,4.152314
LINE179,0.000000,-0.213455,0.000000,3.392626,0.443215,1.252520
LINE180,0.000000,2.919265,0.000000,0.760466,0.000000,4.685016
LINE181,0.213108,-0.841221,0.000000,3.032542,0.000000,1.528109
LINE182,0.000000,-0.408924,0.000000,3.192939,0.000000,3.564899
LINE183,0.000000,0.352776,0.000000,0.248005,2.752350,1.252491
LINE184,0.000000,2.382591,4.551936,3.347737,0.000000,4.692268
LINE185,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE186,0.217277,-0.841246,0.405946,3.347559,0.000000,4.420055
LINE187,0.000000,-0.199636,0.000000,3.390472,0.443215,1.252520
LINE188,0.000000,2.951512,0.000000,0.957862,0.000000,-1.569367
LINE189,0.213108,-0.841221,0.000000,3.009522,0.000000,1.540762
LINE190,0.000000,2.205328,0.000000,3.758083,0.000000,3.817596
LINE191,0.000000,-0.714602,0.000000,3.168978,0.000000,1.435053
LINE192,0.000000,0.365297,0.000000,0.271599,2.752350,1.252491
LINE193,0.000000,2.498271,4.551936,3.347737,0.000000,4.689431
LINE194,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE195,0.217277,-0.841246,0.405946,3.347559,0.000000,4.451503
LINE196,0.000000,2.021312,0.000000,1.158595,0.221607,1.252520
LINE197,0.000000,-0.230208,0.000000,3.401640,0.221607,1.252520
LINE198,0.000000,2.653013,0.000000,0.438716,0.000000,4.692828
LINE199,0.213108,-0.841221,0.000000,3.187498,0.000000,1.549268
LINE200,0.000000,-0.401479,0.000000,3.322000,0.000000,0.454255
LINE201,0.000000,-1.091932,0.000000,2.850347,0.000000,1.932949
LINE202,0.000000,0.525766,0.000000,0.367304,2.752350,1.252491
LINE203,0.000000,2.567561,4.551936,3.347737,0.000000,4.697319
LINE204,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE205,0.217277,-0.841246,0.000000,2.932577,0.000000,-1.519759
LINE206,0.000000,1.912155,0.405946,3.347559,0.000000,4.542677
LINE207,0.000000,3.745650,0.000000,-0.112083,0.221607,1.252520
LINE208,0.000000,-0.037694,0.000000,3.355995,0.221607,1.252520
LINE209,0.000000,1.545864,0.000000,0.438716,0.000000,4.704057
LINE210,0.213108,-0.841221,0.000000,3.048596,0.000000,1.547874
LINE211,0.000000,-1.089807,0.000000,3.170859,0.000000,2.283932
LINE212,0.000000,0.465106,0.000000,0.300856,2.752350,1.252491
LINE213,0.000000,2.608731,4.551936,3.347737,0.000000,4.705079
LINE214,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE215,0.217277,-0.841246,0.000000,4.349372,0.000000,1.590174
LINE216,0.000000,1.549226,0.405946,3.347559,0.000000,4.590583
LINE217,0.000000,-0.191085,0.000000,3.194846,0.221607,1.252520
LINE218,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024932
LINE219,0.213108,-0.841221,0.000000,2.995367,0.000000,1.547135
LINE220,0.000000,-0.659003,0.000000,3.285074,0.000000,2.680869
LINE221,0.000000,0.431203,0.000000,0.186107,2.752350,1.252491
LINE222,0.000000,2.598716,4.551936,3.347737,0.000000,4.698032
LINE223,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE224,0.217277,-0.841246,0.000000,3.830847,0.000000,4.704744
LINE225,0.000000,0.121598,0.405946,3.347559,0.000000,4.575304
LINE226,0.000000,-0.093212,0.000000,3.431609,0.221607,1.252520
LINE227,0.213108,-0.841221,0.000000,2.967462,0.000000,1.539553
LINE228,0.000000,-0.498395,0.000000,3.393071,0.000000,-0.926618
LINE229,0.000000,0.388670,0.000000,0.185601,2.752350,1.252491
LINE230,0.000000,2.621293,4.551936,3.347737,0.000000,-1.555940
LINE231,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE232,0.000000,-0.930271,0.405946,3.347559,0.000000,1.572415
LINE233,0.000000,1.904180,0.000000,0.153027,0.000000,0.093335
LINE234,0.000000,-0.488460,0.000000,3.307633,0.221607,1.252520
LINE235,0.213108,-0.841221,0.000000,3.462466,0.000000,1.615672
LINE236,0.000000,-0.480938,0.000000,3.510813,0.000000,3.769158
LINE237,0.000000,0.294981,0.000000,0.136986,2.752350,1.252491
LINE238,0.000000,2.731325,4.551936,3.347737,0.000000,-1.532289
LINE239,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE240,0.000000,-0.838197,0.405946,3.347559,0.000000,1.459523
LINE241,0.000000,-0.649408,0.000000,3.412183,0.221607,1.252520
LINE242,0.213108,-0.841221,0.000000,3.466326,0.000000,1.881592
LINE243,0.000000,-0.898419,0.000000,3.484378,0.000000,4.575901
LINE244,0.000000,0.262864,0.000000,0.229233,2.752350,1.252491
LINE245,0.000000,2.624063,4.551936,3.347737,0.000000,-1.527876
LINE246,7.330209,-0.841089,9.340199,3.347841,8.383491,1.252467
LINE247,0.000000,-1.068475,0.200880,3.347559,0.000000,1.565989
LINE248,0.000000,-0.683008,0.205065,3.347559,0.000000,-1.504042
LINE249,0.000000,3.349050,0.000000,3.807855,0.221607,1.252520
LINE250,0.213108,-0.841221,0.000000,4.047138,0.000000,1.839369
LINE251,0.000000,1.863429,0.000000,3.106805,0.000000,-1.409068
LINE252,0.000000,0.339449,0.000000,0.323576,2.752350,1.252491
LINE253,0.000000,2.645081,4.551936,3.347737,0.000000,-1.529003
LINE254,0.647824,-0.841193,0.000000,2.755023,0.000000,1.624771
LINE255,6.682385,-0.841079,9.340199,3.347841,8.383491,1.252467
LINE256,0.000000,3.408952,0.000000,-0.267733,0.221607,1.252520
LINE257,0.213108,-0.841221,0.000000,3.194056,0.000000,1.578975
LINE258,0.000000,1.242481,0.000000,3.554420,0.000000,3.650068
LINE259,0.000000,0.314533,0.000000,0.273384,2.752350,1.252491
LINE260,0.000000,2.535389,4.551936,3.347737,0.000000,4.704808
LINE261,0.647824,-0.841193,0.000000,2.769613,0.000000,1.626192
LINE262,6.682385,-0.841079,9.340199,3.347841,8.383491,1.252467
LINE263,0.000000,4.566884,0.000000,-0.539530,0.221607,1.252520
LINE264,0.213108,-0.841221,0.000000,3.890687,0.000000,-1.393035
LINE265,0.000000,0.442920,0.000000,3.500611,0.000000,3.360499
LINE266,0.000000,0.293936,0.000000,0.290331,2.752350,1.252491
LINE267,0.000000,3.013375,4.363517,3.347738,0.000000,1.288328
LINE268,0.000000,3.018803,0.188419,3.347706,0.000000,4.643679
LINE269,0.647824,-0.841193,0.000000,2.851810,0.000000,1.618109
LINE270,0.000000,-0.307759,0.000000,2.891190,0.209168,1.252455
LINE271,6.682385,-0.841079,9.340199,3.347841,8.174323,1.252468
LINE272,0.213108,-0.841221,0.000000,3.502902,0.000000,-1.547381
LINE273,0.000000,2.227599,0.000000,3.828896,0.000000,4.049408
LINE274,0.000000,0.325534,0.000000,0.441849,2.752350,1.252491
LINE275,0.000000,1.299619,4.363517,3.347738,0.000000,-1.375486
LINE276,0.000000,3.042141,0.188419,3.347706,0.000000,-1.510080
LINE277,0.647824,-0.841193,0.000000,2.860108,0.000000,1.658949
LINE278,0.000000,-0.291560,0.000000,2.759461,0.209168,1.252455
LINE279,6.682385,-0.841079,9.340199,3.347841,8.174323,1.252468
LINE280,0.213108,-0.841221,0.000000,4.331520,0.000000,-1.567568
LINE281,0.000000,1.722075,0.000000,3.236709,0.000000,3.393652
LINE282,0.000000,-0.051376,0.000000,0.491498,2.752350,1.252491
LINE283,0.000000,-0.068546,0.188419,3.347706,0.000000,1.528823
LINE284,0.647824,-0.841193,0.000000,2.758729,0.000000,1.655538
LINE285,0.000000,-0.515802,0.000000,3.114283,0.209168,1.252455
LINE286,1.826822,-0.841043,4.651116,3.347823,1.179957,1.252367
LINE287,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE288,0.213108,-0.841221,0.000000,0.519775,0.000000,1.275002
LINE289,0.000000,4.097508,0.000000,3.199539,0.000000,1.485883
LINE290,0.000000,-0.427444,0.000000,-1.047414,0.225870,1.252484
LINE291,0.000000,-0.209143,0.000000,0.620261,2.526480,1.252492
LINE292,0.000000,-0.018630,0.188419,3.347706,0.000000,-1.560721
LINE293,0.647824,-0.841193,0.000000,2.816943,0.000000,1.637756
LINE294,0.000000,-0.586573,0.000000,3.453440,0.209168,1.252455
LINE295,1.826822,-0.841043,4.651116,3.347823,1.179957,1.252367
LINE296,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE297,0.000000,0.015860,0.000000,-0.997974,0.225870,1.252484
LINE298,0.000000,-0.091255,0.000000,0.590996,2.526480,1.252492
LINE299,0.000000,1.502617,0.188419,3.347706,0.000000,1.997929
LINE300,0.647824,-0.841193,0.000000,2.831618,0.000000,1.630872
LINE301,0.000000,-0.727905,0.000000,3.761236,0.209168,1.252455
LINE302,1.826822,-0.841043,4.651116,3.347823,1.179957,1.252367
LINE303,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE304,0.000000,-0.388261,0.000000,3.714444,0.225870,1.252484
LINE305,0.000000,1.965677,0.000000,0.562190,2.526480,1.252492
LINE306,0.000000,2.960535,0.188419,3.347706,0.000000,4.678328
LINE307,0.647824,-0.841193,0.000000,2.869996,0.000000,1.623115
LINE308,0.000000,4.537120,0.000000,2.844207,0.209168,1.252455
LINE309,1.826822,-0.841043,4.651116,3.347823,1.179957,1.252367
LINE310,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE311,0.000000,1.580529,0.000000,1.580529,0.225870,1.252484
LINE312,0.000000,2.077535,0.000000,0.592052,2.526480,1.252492
LINE313,0.000000,3.069815,0.188419,3.347706,0.000000,1.710536
LINE314,0.647824,-0.841193,0.000000,2.858479,0.000000,1.624421
LINE315,0.000000,-1.557118,0.000000,1.330782,0.209168,1.252455
LINE316,0.259136,-0.841159,0.000000,1.279903,0.000000,1.269851
LINE317,1.567686,-0.841024,4.651116,3.347823,1.179957,1.252367
LINE318,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE319,0.000000,1.072951,0.000000,-0.137599,0.225870,1.252484
LINE320,0.000000,2.376073,0.000000,0.613390,2.526480,1.252492
LINE321,0.647824,-0.841193,0.000000,2.832814,0.000000,1.613868
LINE322,0.000000,3.520634,0.000000,0.400900,0.209168,1.252455
LINE323,0.259136,-0.841159,0.000000,1.232664,0.000000,1.176084
LINE324,1.567686,-0.841024,4.651116,3.347823,1.179957,1.252367
LINE325,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE326,0.000000,-0.255095,0.000000,0.777775,2.526480,1.252492
LINE327,0.647824,-0.841193,0.000000,2.750445,0.000000,1.625138
LINE328,0.000000,-0.150943,0.000000,-0.626602,0.209168,1.252455
LINE329,0.259136,-0.841159,0.000000,1.104066,0.000000,1.189887
LINE330,0.000000,3.135428,0.000000,3.284408,0.225914,1.252369
LINE331,1.567686,-0.841024,4.651116,3.347823,0.954042,1.252366
LINE332,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE333,0.647824,-0.841193,0.000000,2.788128,0.000000,1.624286
LINE334,0.000000,4.617068,0.000000,-0.633903,0.209168,1.252455
LINE335,0.259136,-0.841159,0.000000,1.131366,0.000000,1.121044
LINE336,0.000000,1.884250,0.000000,3.073596,0.225914,1.252369
LINE337,0.000000,-0.360235,3.448505,3.347830,0.000000,1.150774
LINE338,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE339,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE340,0.647824,-0.841193,0.000000,2.808278,0.000000,1.625755
LINE341,0.000000,3.615228,0.000000,4.374522,0.209168,1.252455
LINE342,0.142107,-0.841159,0.000000,2.677937,0.000000,2.295652
LINE343,0.117029,-0.841159,0.000000,1.114816,0.000000,1.194988
LINE344,0.000000,-0.358457,3.448505,3.347830,0.000000,1.071300
LINE345,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE346,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE347,0.647824,-0.841193,0.000000,2.771425,0.000000,1.616164
LINE348,0.142107,-0.841159,0.000000,-0.249723,0.000000,1.349251
LINE349,0.117029,-0.841159,0.000000,0.010403,0.000000,1.330213
LINE350,0.000000,-0.360780,3.448505,3.347830,0.000000,-0.507080
LINE351,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE352,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE353,0.647824,-0.841193,0.000000,2.616625,0.000000,1.694687
LINE354,0.117029,-0.841159,0.000000,0.484165,0.000000,1.062573
LINE355,0.000000,-0.884862,3.448505,3.347830,0.000000,-1.498728
LINE356,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE357,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE358,0.647824,-0.841193,0.000000,2.598052,0.000000,1.692989
LINE359,0.117029,-0.841159,0.000000,0.552523,0.000000,-1.059931
LINE360,0.000000,-1.441478,3.448505,3.347830,0.000000,-1.514066
LINE361,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE362,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE363,0.647824,-0.841193,0.000000,2.794393,0.000000,1.777487
LINE364,0.117029,-0.841159,0.000000,0.767975,0.000000,-1.362790
LINE365,0.000000,4.186691,3.448505,3.347830,0.000000,-1.521788
LINE366,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE367,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE368,0.647824,-0.841193,0.000000,3.301318,0.000000,1.791225
LINE369,0.117029,-0.841159,0.000000,3.195883,0.000000,-1.419045
LINE370,0.000000,4.116779,3.448505,3.347830,0.000000,4.696747
LINE371,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE372,4.855564,-0.841092,4.689083,3.347859,6.994366,1.252485
LINE373,0.647824,-0.841193,0.000000,3.080580,0.000000,3.235784
LINE374,0.117029,-0.841159,0.000000,3.480117,0.000000,-0.614331
LINE375,0.000000,-1.088463,3.448505,3.347830,0.000000,4.508090
LINE376,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE377,4.855564,-0.841092,4.689083,3.347859,4.885306,1.252477
LINE378,0.000000,2.357716,0.000000,4.308810,2.109061,1.252503
LINE379,0.647824,-0.841193,0.000000,1.918048,0.000000,4.646932
LINE380,0.117029,-0.841159,0.000000,-0.221555,0.000000,2.187652
LINE381,0.000000,-0.722808,3.448505,3.347830,0.000000,4.444422
LINE382,1.567686,-0.841024,1.202610,3.347802,0.954042,1.252366
LINE383,4.855564,-0.841092,4.689083,3.347859,4.885306,1.252477
