# Result_no_control/output_voltage_end.csv run at 2000-01-02 00:00:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
Bus109,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus110,251.926266,-0.523693,251.536753,3.665114,251.758724,1.570079
Bus111,251.914641,-0.523667,251.477483,3.665195,251.713010,1.570047
Bus112,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus113,251.926291,-0.523692,251.536628,3.665114,251.758697,1.570079
Bus114,251.913557,-0.523664,251.471914,3.665202,251.708726,1.570044
Bus115,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus116,251.926323,-0.523692,251.536468,3.665114,251.758662,1.570078
Bus117,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus118,251.907393,-0.523661,251.461303,3.665209,251.699575,1.570041
Bus119,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus120,251.926346,-0.523692,251.536353,3.665114,251.758637,1.570078
Bus121,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus122,251.913991,-0.523664,251.470829,3.665203,251.708073,1.570042
Bus123,251.896276,-0.523656,251.442168,3.665221,251.683070,1.570034
Bus124,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus125,251.926378,-0.523692,251.536191,3.665114,251.758602,1.570078
Bus126,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus127,251.914658,-0.523664,251.469159,3.665203,251.707068,1.570038
Bus128,251.891277,-0.523654,251.433563,3.665226,251.675648,1.570032
Bus129,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus130,251.926413,-0.523692,251.536015,3.665114,251.758564,1.570077
Bus131,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus132,251.913733,-0.523663,251.469162,3.665203,251.707078,1.570038
Bus133,251.916827,-0.523663,251.464392,3.665206,251.704130,1.570027
Bus134,251.889790,-0.523653,251.431003,3.665228,251.673440,1.570031
Bus135,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus136,251.926446,-0.523692,251.535849,3.665114,251.758528,1.570077
Bus137,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus138,251.913654,-0.523663,251.469162,3.665203,251.707079,1.570038
Bus139,251.918441,-0.523662,251.460845,3.665207,251.701944,1.570019
Bus140,251.888111,-0.523653,251.428113,3.665229,251.670948,1.570030
Bus141,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus142,251.926500,-0.523692,251.535577,3.665114,251.758469,1.570077
Bus143,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus144,251.913575,-0.523663,251.469162,3.665203,251.707079,1.570038
Bus145,251.919521,-0.523661,251.458470,3.665208,251.700480,1.570014
Bus146,251.886532,-0.523652,251.425395,3.665231,251.668603,1.570029
Bus147,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus148,251.926758,-0.523691,251.534282,3.665113,251.758189,1.570074
Bus149,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus150,251.913512,-0.523662,251.469163,3.665203,251.707080,1.570038
Bus151,251.919702,-0.523664,251.459013,3.665210,251.698717,1.570013
Bus152,251.919812,-0.523660,251.431939,3.665234,251.700560,1.570012
Bus153,251.884690,-0.523651,251.422224,3.665233,251.665868,1.570028
Bus154,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus155,251.926814,-0.523691,251.534000,3.665113,251.758128,1.570074
Bus156,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus157,251.913418,-0.523662,251.469163,3.665203,251.707081,1.570038
Bus158,251.920182,-0.523672,251.460455,3.665216,251.694042,1.570011
Bus159,251.919829,-0.523660,251.430325,3.665236,251.700565,1.570012
Bus160,251.884159,-0.523651,251.421311,3.665234,251.665081,1.570028
Bus161,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus162,251.926942,-0.523690,251.522278,3.665125,251.758163,1.570073
Bus163,251.926770,-0.523691,251.533766,3.665113,251.757811,1.570073
Bus164,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus165,251.913303,-0.523662,251.469163,3.665203,251.707082,1.570038
Bus166,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus167,251.919845,-0.523660,251.428849,3.665237,251.700569,1.570012
Bus168,251.881148,-0.523649,251.416127,3.665237,251.660609,1.570026
Bus169,251.981376,-0.523819,251.753944,3.664860,251.907239,1.570191
Bus170,251.926967,-0.523690,251.520064,3.665127,251.758170,1.570073
Bus171,251.926711,-0.523691,251.533455,3.665113,251.757390,1.570073
Bus172,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus173,251.913217,-0.523662,251.469163,3.665203,251.707083,1.570038
Bus174,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus175,251.920388,-0.523675,251.461100,3.665218,251.679274,1.570024
Bus176,251.919852,-0.523660,251.428237,3.665238,251.700571,1.570012
Bus177,251.879447,-0.523649,251.413199,3.665239,251.658084,1.570025
Bus178,251.927017,-0.523690,251.515495,3.665131,251.758184,1.570073
Bus179,251.926692,-0.523691,251.533374,3.665113,251.757413,1.570073
Bus180,251.926715,-0.523692,251.533468,3.665113,251.756171,1.570074
Bus181,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus182,251.913117,-0.523662,251.469164,3.665203,251.707084,1.570038
Bus183,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus184,251.920392,-0.523675,251.461115,3.665218,251.677855,1.570025
Bus185,251.919866,-0.523660,251.426916,3.665239,251.700575,1.570012
Bus186,251.878184,-0.523648,251.411025,3.665240,251.656209,1.570024
Bus187,251.926615,-0.523691,251.533054,3.665113,251.757504,1.570072
Bus188,251.926730,-0.523692,251.533524,3.665114,251.751124,1.570079
Bus189,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus190,251.913023,-0.523662,251.469164,3.665203,251.707086,1.570038
Bus191,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus192,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus193,251.920397,-0.523675,251.461130,3.665218,251.676481,1.570027
Bus194,251.919903,-0.523660,251.423551,3.665243,251.700585,1.570012
Bus195,251.877049,-0.523648,251.409071,3.665241,251.654523,1.570024
Bus196,251.926477,-0.523690,251.532483,3.665112,251.757666,1.570072
Bus197,251.926731,-0.523692,251.533529,3.665114,251.750630,1.570079
Bus198,251.926731,-0.523692,251.533527,3.665114,251.750839,1.570079
Bus199,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus200,251.912922,-0.523662,251.469164,3.665203,251.707087,1.570038
Bus201,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus202,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus203,251.920400,-0.523675,251.461142,3.665218,251.675383,1.570028
Bus204,251.919925,-0.523660,251.421577,3.665245,251.700591,1.570011
Bus205,251.875638,-0.523647,251.406643,3.665243,251.652429,1.570023
Bus206,251.925676,-0.523690,251.532485,3.665112,251.757675,1.570072
Bus207,251.926525,-0.523690,251.532327,3.665112,251.757682,1.570071
Bus208,251.926735,-0.523692,251.533543,3.665114,251.749383,1.570080
Bus209,251.926731,-0.523692,251.533527,3.665114,251.750798,1.570079
Bus210,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus211,251.912768,-0.523662,251.469165,3.665203,251.707088,1.570038
Bus212,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus213,251.920402,-0.523676,251.461152,3.665218,251.674508,1.570028
Bus214,251.919940,-0.523660,251.420195,3.665246,251.700596,1.570011
Bus215,251.873036,-0.523646,251.402164,3.665245,251.648566,1.570021
Bus216,251.923053,-0.523687,251.532493,3.665112,251.757703,1.570072
Bus217,251.926612,-0.523690,251.532046,3.665112,251.757711,1.570071
Bus218,251.926731,-0.523692,251.533528,3.665114,251.750766,1.570079
Bus219,251.913849,-0.523664,251.471184,3.665203,251.708287,1.570042
Bus220,251.912346,-0.523661,251.469166,3.665203,251.707093,1.570038
Bus221,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus222,251.920408,-0.523676,251.461172,3.665219,251.672658,1.570030
Bus223,251.919969,-0.523660,251.417535,3.665249,251.700604,1.570011
Bus224,251.870767,-0.523645,251.398258,3.665248,251.645197,1.570020
Bus225,251.921922,-0.523686,251.532496,3.665112,251.757716,1.570072
Bus226,251.926643,-0.523690,251.531946,3.665112,251.757721,1.570071
Bus227,251.926731,-0.523692,251.533528,3.665114,251.750740,1.570079
Bus228,251.912311,-0.523661,251.469166,3.665203,251.707093,1.570038
Bus229,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus230,251.920412,-0.523676,251.461188,3.665219,251.671202,1.570032
Bus231,251.919984,-0.523660,251.416212,3.665250,251.700608,1.570011
Bus232,251.869223,-0.523644,251.395601,3.665249,251.642905,1.570019
Bus233,251.926703,-0.523690,251.526462,3.665117,251.757738,1.570070
Bus234,251.926643,-0.523690,251.531946,3.665112,251.757721,1.570071
Bus235,251.926731,-0.523692,251.533528,3.665114,251.750700,1.570079
Bus236,251.912294,-0.523661,251.469166,3.665203,251.707093,1.570038
Bus237,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus238,251.920415,-0.523676,251.461199,3.665219,251.670191,1.570033
Bus239,251.919994,-0.523660,251.415272,3.665251,251.700610,1.570011
Bus240,251.868209,-0.523644,251.393856,3.665251,251.641400,1.570019
Bus241,251.926712,-0.523690,251.525665,3.665118,251.757740,1.570070
Bus242,251.926731,-0.523692,251.533529,3.665114,251.750654,1.570079
Bus243,251.912276,-0.523661,251.469166,3.665203,251.707094,1.570038
Bus244,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus245,251.920418,-0.523676,251.461210,3.665219,251.669183,1.570034
Bus246,251.920111,-0.523659,251.404520,3.665261,251.700643,1.570011
Bus247,251.866027,-0.523643,251.390099,3.665253,251.638160,1.570017
Bus248,251.926725,-0.523690,251.524455,3.665119,251.757744,1.570070
Bus249,251.926725,-0.523690,251.524430,3.665119,251.757744,1.570070
Bus250,251.926732,-0.523692,251.533530,3.665114,251.750582,1.570079
Bus251,251.912259,-0.523661,251.469166,3.665203,251.707094,1.570038
Bus252,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus253,251.920423,-0.523676,251.461226,3.665219,251.667709,1.570035
Bus254,251.920146,-0.523659,251.401349,3.665264,251.700652,1.570010
Bus255,251.862671,-0.523639,251.390110,3.665253,251.638197,1.570018
Bus256,251.864860,-0.523642,251.387586,3.665255,251.635921,1.570016
Bus257,251.926732,-0.523692,251.533533,3.665114,251.750321,1.570080
Bus258,251.912240,-0.523661,251.469166,3.665203,251.707094,1.570038
Bus259,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus260,251.920439,-0.523676,251.461287,3.665219,251.662162,1.570041
Bus261,251.920154,-0.523659,251.400640,3.665265,251.700654,1.570010
Bus262,251.862207,-0.523639,251.390111,3.665253,251.638202,1.570018
Bus263,251.860485,-0.523640,251.378159,3.665262,251.627527,1.570012
Bus264,251.926736,-0.523692,251.533546,3.665114,251.749050,1.570081
Bus265,251.912201,-0.523661,251.469167,3.665203,251.707094,1.570038
Bus266,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus267,251.920443,-0.523676,251.461301,3.665219,251.660868,1.570042
Bus268,251.920341,-0.523658,251.383503,3.665282,251.700706,1.570009
Bus269,251.920154,-0.523659,251.400615,3.665265,251.700655,1.570010
Bus270,251.861993,-0.523639,251.390112,3.665253,251.638204,1.570018
Bus271,251.860488,-0.523640,251.378170,3.665263,251.626516,1.570013
Bus272,251.859004,-0.523640,251.374954,3.665265,251.624820,1.570010
Bus273,251.912161,-0.523661,251.469167,3.665203,251.707095,1.570038
Bus274,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus275,251.920445,-0.523676,251.461308,3.665219,251.660275,1.570042
Bus276,251.920527,-0.523658,251.366519,3.665299,251.700757,1.570008
Bus277,251.920154,-0.523659,251.400585,3.665265,251.700655,1.570010
Bus278,251.861740,-0.523638,251.390112,3.665253,251.638207,1.570018
Bus279,251.860488,-0.523640,251.378171,3.665263,251.626443,1.570013
Bus280,251.853636,-0.523637,251.363338,3.665274,251.615008,1.570005
Bus281,251.912006,-0.523661,251.469167,3.665203,251.707097,1.570038
Bus282,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus283,251.920446,-0.523676,251.461312,3.665219,251.659885,1.570043
Bus284,251.920155,-0.523659,251.400558,3.665265,251.700655,1.570010
Bus285,251.861349,-0.523638,251.390113,3.665253,251.638211,1.570018
Bus286,251.860488,-0.523640,251.378171,3.665263,251.626382,1.570013
Bus287,251.853392,-0.523629,251.357449,3.665277,251.614843,1.569998
Bus288,251.852449,-0.523638,251.362489,3.665275,251.612768,1.570006
Bus289,251.911185,-0.523660,251.469170,3.665203,251.707106,1.570038
Bus290,251.920349,-0.523675,251.460956,3.665218,251.692418,1.570011
Bus291,251.920447,-0.523676,251.461314,3.665219,251.659660,1.570043
Bus292,251.920447,-0.523676,251.461315,3.665219,251.659575,1.570043
Bus293,251.920155,-0.523659,251.400531,3.665265,251.700655,1.570010
Bus294,251.861001,-0.523638,251.390115,3.665253,251.638215,1.570018
Bus295,251.860488,-0.523640,251.378172,3.665263,251.626296,1.570013
Bus296,251.853279,-0.523626,251.354739,3.665279,251.614767,1.569995
Bus297,251.847475,-0.523645,251.358933,3.665281,251.603382,1.570011
Bus298,251.920447,-0.523676,251.461315,3.665219,251.659557,1.570043
Bus299,251.920448,-0.523676,251.461318,3.665219,251.659355,1.570043
Bus300,251.920155,-0.523659,251.400501,3.665265,251.700655,1.570010
Bus301,251.860730,-0.523637,251.390115,3.665253,251.638218,1.570018
Bus302,251.860490,-0.523641,251.378177,3.665263,251.625910,1.570014
Bus303,251.852543,-0.523603,251.337034,3.665289,251.614269,1.569974
Bus304,251.846377,-0.523646,251.358149,3.665282,251.601310,1.570012
Bus305,251.920448,-0.523676,251.461317,3.665219,251.659382,1.570043
Bus306,251.920449,-0.523676,251.461320,3.665219,251.659100,1.570044
Bus307,251.920157,-0.523659,251.400331,3.665265,251.700655,1.570010
Bus308,251.860393,-0.523637,251.390116,3.665253,251.638222,1.570018
Bus309,251.860490,-0.523641,251.378177,3.665263,251.625835,1.570014
Bus310,251.852488,-0.523601,251.335712,3.665290,251.614232,1.569972
Bus311,251.846012,-0.523647,251.357888,3.665283,251.600621,1.570012
Bus312,251.920449,-0.523676,251.461321,3.665219,251.659046,1.570044
Bus313,251.920450,-0.523676,251.461326,3.665219,251.658611,1.570044
Bus314,251.920165,-0.523659,251.399612,3.665266,251.700658,1.570010
Bus315,251.860044,-0.523637,251.390117,3.665252,251.638225,1.570018
Bus316,251.860490,-0.523641,251.378178,3.665263,251.625780,1.570014
Bus317,251.852297,-0.523601,251.335712,3.665290,251.614234,1.569972
Bus318,251.853021,-0.523572,251.311337,3.665307,251.613042,1.569941
Bus319,251.845822,-0.523647,251.357752,3.665283,251.600262,1.570012
Bus320,251.920452,-0.523676,251.461332,3.665219,251.658059,1.570045
Bus321,251.920456,-0.523677,251.461346,3.665219,251.656738,1.570046
Bus322,251.859633,-0.523636,251.390119,3.665252,251.638230,1.570018
Bus323,251.860490,-0.523641,251.378179,3.665263,251.625717,1.570014
Bus324,251.851313,-0.523600,251.335715,3.665290,251.614245,1.569972
Bus325,251.853276,-0.523558,251.299640,3.665315,251.612471,1.569927
Bus326,251.845659,-0.523647,251.357635,3.665283,251.599954,1.570012
Bus327,251.920475,-0.523677,251.461416,3.665219,251.650344,1.570052
Bus328,251.859398,-0.523636,251.390119,3.665252,251.638233,1.570018
Bus329,251.860490,-0.523641,251.378179,3.665263,251.625654,1.570014
Bus330,251.850970,-0.523600,251.335716,3.665290,251.614249,1.569972
Bus331,251.853283,-0.523558,251.299666,3.665315,251.610127,1.569929
Bus332,251.853647,-0.523528,251.276690,3.665329,251.612611,1.569897
Bus333,251.845473,-0.523647,251.357503,3.665283,251.599604,1.570012
Bus334,251.858340,-0.523635,251.390123,3.665252,251.638244,1.570018
Bus335,251.860492,-0.523641,251.378186,3.665263,251.625101,1.570014
Bus336,251.850222,-0.523599,251.335718,3.665290,251.614257,1.569972
Bus337,251.853286,-0.523558,251.299676,3.665315,251.609199,1.569930
Bus338,251.853938,-0.523527,251.250029,3.665356,251.612692,1.569896
Bus339,251.852574,-0.523527,251.275960,3.665329,251.612296,1.569898
Bus340,251.845327,-0.523648,251.357398,3.665284,251.599329,1.570012
Bus341,251.857928,-0.523635,251.390124,3.665252,251.638249,1.570018
Bus342,251.860495,-0.523641,251.378198,3.665263,251.623971,1.570015
Bus343,251.849886,-0.523599,251.335719,3.665290,251.614260,1.569972
Bus344,251.850092,-0.523599,251.335719,3.665290,251.614258,1.569972
Bus345,251.854085,-0.523527,251.236625,3.665369,251.612732,1.569895
Bus346,251.851654,-0.523526,251.275335,3.665329,251.612026,1.569898
Bus347,251.845205,-0.523648,251.357311,3.665284,251.599098,1.570013
Bus348,251.857785,-0.523635,251.390124,3.665252,251.638250,1.570018
Bus349,251.849384,-0.523598,251.335721,3.665290,251.614266,1.569972
Bus350,251.850074,-0.523599,251.335719,3.665290,251.614258,1.569972
Bus351,251.854099,-0.523527,251.235378,3.665370,251.612736,1.569895
Bus352,251.851007,-0.523525,251.274895,3.665328,251.611836,1.569899
Bus353,251.845094,-0.523648,251.357232,3.665284,251.598889,1.570013
Bus354,251.857677,-0.523634,251.390125,3.665252,251.638251,1.570018
Bus355,251.850054,-0.523599,251.335719,3.665290,251.614259,1.569972
Bus356,251.854104,-0.523527,251.234863,3.665371,251.612737,1.569895
Bus357,251.850190,-0.523524,251.274339,3.665328,251.611596,1.569899
Bus358,251.845003,-0.523648,251.357166,3.665284,251.598716,1.570013
Bus359,251.857598,-0.523634,251.390125,3.665252,251.638252,1.570018
Bus360,251.850037,-0.523599,251.335719,3.665290,251.614259,1.569972
Bus361,251.854108,-0.523527,251.234499,3.665371,251.612738,1.569895
Bus362,251.849678,-0.523524,251.273990,3.665328,251.611446,1.569900
Bus363,251.844897,-0.523648,251.357090,3.665284,251.598516,1.570013
Bus364,251.857558,-0.523634,251.390125,3.665252,251.638253,1.570018
Bus365,251.850019,-0.523599,251.335719,3.665290,251.614259,1.569972
Bus366,251.854112,-0.523527,251.234127,3.665371,251.612740,1.569895
Bus367,251.848892,-0.523523,251.273455,3.665327,251.611215,1.569900
Bus368,251.844780,-0.523648,251.357007,3.665284,251.598296,1.570013
Bus369,251.857499,-0.523634,251.390125,3.665252,251.638253,1.570018
Bus370,251.849993,-0.523599,251.335719,3.665290,251.614259,1.569972
Bus371,251.854117,-0.523527,251.233689,3.665372,251.612741,1.569895
Bus372,251.848108,-0.523522,251.272922,3.665327,251.610985,1.569901
Bus373,251.844145,-0.523649,251.356553,3.665285,251.597097,1.570014
Bus374,251.857400,-0.523634,251.390125,3.665252,251.638254,1.570018
Bus375,251.849961,-0.523599,251.335719,3.665290,251.614260,1.569972
Bus376,251.854123,-0.523526,251.233135,3.665372,251.612743,1.569895
Bus377,251.847228,-0.523521,251.272324,3.665326,251.610726,1.569901
Bus378,251.838978,-0.523648,251.351815,3.665286,251.591949,1.570015
Bus379,251.844155,-0.523649,251.356590,3.665285,251.593716,1.570017
Bus380,251.856960,-0.523634,251.390127,3.665252,251.638259,1.570018
Bus381,251.849764,-0.523599,251.335720,3.665290,251.614262,1.569972
Bus382,251.854129,-0.523526,251.232640,3.665373,251.612744,1.569895
