# Result_no_EVs/output_current_offpeak.csv run at 2000-01-01 00:01:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE35,0.000000,0.332501,0.400845,3.347479,0.000000,1.533411
LINE36,4.035917,-0.841155,3.467099,3.347462,3.403736,1.253210
LINE37,0.000000,1.082217,0.000000,3.750683,0.000000,-1.555008
LINE38,0.225463,-0.841291,0.000000,4.101383,0.000000,1.627321
LINE39,0.000000,0.383338,0.217124,3.347479,0.000000,1.531544
LINE40,0.000000,0.167810,0.183720,3.347479,0.000000,-1.337803
LINE41,4.035917,-0.841155,3.467099,3.347462,3.403736,1.253210
LINE42,0.000000,0.764048,0.000000,4.107007,0.000000,3.460950
LINE43,0.000000,1.165358,0.000000,3.902059,0.000000,-1.560830
LINE44,0.225463,-0.841291,0.000000,3.294236,0.000000,2.237324
LINE45,0.000000,0.659957,0.217124,3.347479,0.000000,1.511524
LINE46,0.000000,-1.198530,0.183720,3.347479,0.000000,1.587822
LINE47,4.035917,-0.841155,3.467099,3.347462,3.403736,1.253210
LINE48,0.000000,0.799552,0.000000,4.021016,0.000000,3.844777
LINE49,0.000000,1.224114,0.000000,4.306951,0.000000,-1.538564
LINE50,0.225463,-0.841291,0.000000,0.396495,0.000000,4.623250
LINE51,0.000000,1.800407,0.217124,3.347479,0.000000,1.468612
LINE52,4.035917,-0.841155,3.467099,3.347462,3.403736,1.253210
LINE53,0.000000,0.032973,0.000000,2.864096,0.000000,1.846603
LINE54,0.000000,0.860078,0.000000,4.143425,0.000000,3.851196
LINE55,0.000000,1.687761,0.000000,4.255049,0.000000,-1.540170
LINE56,0.225463,-0.841291,0.000000,2.331473,0.000000,4.650518
LINE57,0.000000,0.841538,0.217124,3.347479,0.000000,1.532346
LINE58,4.035917,-0.841155,3.467099,3.347462,3.403736,1.253210
LINE59,0.000000,2.165156,0.000000,2.165156,0.000000,1.837350
LINE60,0.000000,0.505699,0.000000,3.797648,0.000000,4.067072
LINE61,0.000000,1.545864,0.000000,4.687457,0.000000,-1.542769
LINE62,0.225463,-0.841291,0.000000,-0.035731,0.000000,-1.331529
LINE63,0.000000,1.719548,0.217124,3.347479,0.000000,1.493629
LINE64,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE65,0.346636,-0.841236,0.000000,0.293549,0.000000,-1.474011
LINE66,0.000000,3.550502,0.000000,3.181346,0.000000,1.423877
LINE67,0.000000,1.172950,0.000000,3.626848,0.000000,1.184253
LINE68,0.000000,1.894635,0.000000,-1.055309,0.000000,-1.538105
LINE69,0.225463,-0.841291,0.000000,1.463514,0.000000,2.299097
LINE70,0.000000,3.056762,0.217124,3.347479,0.000000,-1.534870
LINE71,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE72,0.200464,-0.841236,0.000000,-0.257561,0.000000,1.421670
LINE73,0.146172,-0.841237,0.000000,0.437225,0.000000,1.350079
LINE74,0.000000,3.958247,0.000000,3.958247,0.000000,0.636854
LINE75,0.000000,1.523298,0.000000,3.678474,0.000000,-0.505591
LINE76,0.000000,2.133867,0.000000,-0.837351,0.000000,-1.546445
LINE77,0.000000,2.920431,0.217124,3.347479,0.000000,-1.477962
LINE78,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE79,0.000000,-0.711075,0.000000,1.911189,0.000000,1.550803
LINE80,0.000000,1.523948,0.000000,3.538378,0.000000,-0.586656
LINE81,0.000000,2.133867,0.000000,-0.906804,0.000000,-1.549269
LINE82,0.000000,-0.230106,0.217124,3.347479,0.000000,-1.536555
LINE83,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE84,0.000000,2.636965,0.000000,1.255961,0.000000,1.820345
LINE85,0.000000,1.500930,0.000000,3.560984,0.000000,-0.674748
LINE86,0.000000,2.149614,0.000000,-1.064004,0.000000,-1.544947
LINE87,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE88,0.000000,2.319404,0.000000,-1.090998,0.000000,3.049778
LINE89,0.000000,1.663350,0.000000,3.621618,0.000000,-0.912086
LINE90,0.000000,1.894635,0.000000,-1.044073,0.000000,-1.549639
LINE91,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE92,0.000000,2.272480,0.000000,3.423405,0.000000,0.685229
LINE93,0.000000,1.545864,0.000000,-0.488580,0.000000,-1.551730
LINE94,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE95,0.000000,2.545769,0.000000,3.615365,0.000000,0.750294
LINE96,0.000000,2.331263,0.000000,-0.024932,0.000000,-1.568147
LINE97,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE98,0.000000,2.478765,0.000000,3.240182,0.000000,4.299339
LINE99,0.000000,0.000000,0.000000,3.580308,0.000000,-0.024932
LINE100,3.689282,-0.841147,3.467099,3.347462,3.403736,1.253210
LINE101,0.000000,1.760348,0.000000,3.005327,0.000000,1.584412
LINE102,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024932
LINE103,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE104,3.442854,-0.841142,2.794694,3.347455,2.839972,1.253215
LINE105,0.000000,1.812438,0.000000,2.996405,0.000000,1.611193
LINE106,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE107,3.442854,-0.841142,2.794694,3.347455,2.839972,1.253215
LINE108,0.000000,1.915302,0.000000,2.821175,0.000000,1.649286
LINE109,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE110,3.442854,-0.841142,2.794694,3.347455,2.839972,1.253215
LINE111,0.000000,2.001027,0.000000,2.820854,0.000000,1.693313
LINE112,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE113,3.442854,-0.841142,2.794694,3.347455,2.839972,1.253215
LINE114,0.000000,1.991143,0.000000,2.819067,0.000000,1.688305
LINE115,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE116,0.204671,-0.841210,0.455247,3.347495,0.563785,1.253195
LINE117,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE118,0.000000,2.004019,0.000000,2.803318,0.000000,1.705209
LINE119,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE120,0.000000,-0.810330,0.000000,2.009512,0.000000,4.707521
LINE121,0.204671,-0.841210,0.455247,3.347495,0.563785,1.253195
LINE122,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE123,0.000000,1.934191,0.000000,2.812515,0.000000,1.714365
LINE124,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE125,0.000000,-0.488580,0.000000,2.473160,0.000000,-1.568155
LINE126,0.204671,-0.841210,0.455247,3.347495,0.563785,1.253195
LINE127,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE128,0.000000,1.951365,0.000000,2.760436,0.000000,1.711400
LINE129,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE130,0.000000,4.687457,0.000000,2.653013,0.000000,4.711854
LINE131,0.204671,-0.841211,0.000000,3.884600,0.000000,1.541204
LINE132,0.000000,1.658729,0.455247,3.347495,0.563785,1.253195
LINE133,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE134,0.000000,1.831782,0.000000,2.792085,0.000000,1.731977
LINE135,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE136,0.000000,-0.024932,0.000000,2.736154,0.000000,-1.568869
LINE137,0.204671,-0.841211,0.000000,3.927811,0.000000,1.543367
LINE138,0.000000,1.657317,0.455247,3.347495,0.563785,1.253195
LINE139,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE140,0.000000,1.819866,0.000000,2.789385,0.000000,1.740998
LINE141,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE142,0.000000,1.545864,0.000000,2.653013,0.000000,4.705483
LINE143,0.204671,-0.841211,0.000000,3.943168,0.000000,1.544459
LINE144,0.000000,1.650284,0.455247,3.347495,0.563785,1.253195
LINE145,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE146,0.000000,1.840933,0.000000,2.824100,0.000000,1.776828
LINE147,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE148,0.000000,2.133867,0.000000,2.871682,0.000000,4.705046
LINE149,0.204671,-0.841211,0.000000,3.894035,0.000000,1.534853
LINE150,0.000000,1.637386,0.000000,0.209952,0.563785,1.253195
LINE151,0.000000,1.825620,0.455247,3.347495,0.000000,-1.397345
LINE152,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE153,0.000000,-0.741417,0.000000,3.027277,0.000000,1.963368
LINE154,0.246428,-0.841219,0.672406,3.347493,0.563764,1.253184
LINE155,0.000000,0.760466,0.000000,4.099454,0.000000,4.703576
LINE156,0.204671,-0.841211,0.000000,3.869576,0.000000,1.533649
LINE157,0.000000,1.633012,0.000000,0.208439,0.563785,1.253195
LINE158,0.000000,1.716944,0.455247,3.347495,0.000000,-1.403310
LINE159,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE160,0.000000,2.122637,0.000000,3.157912,0.000000,1.552902
LINE161,0.000000,2.278777,0.229700,3.347492,0.000000,4.596644
LINE162,0.246428,-0.841219,0.442705,3.347494,0.563764,1.253184
LINE163,0.000000,0.618569,0.000000,-1.007726,0.000000,4.703378
LINE164,0.204671,-0.841211,0.000000,3.836420,0.000000,1.543109
LINE165,0.000000,1.638411,0.000000,0.209192,0.563785,1.253195
LINE166,0.000000,2.134699,0.455247,3.347495,0.000000,-1.423256
LINE167,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE168,0.000000,2.281381,0.000000,4.114586,0.000000,4.223957
LINE169,0.000000,1.664169,0.229700,3.347492,0.000000,1.637532
LINE170,0.246428,-0.841219,0.442705,3.347494,0.563764,1.253184
LINE171,0.000000,1.082217,0.000000,-0.668433,0.000000,4.706721
LINE172,0.204671,-0.841211,0.000000,3.867420,0.000000,1.552196
LINE173,0.000000,1.665961,0.000000,0.255436,0.000000,1.515025
LINE174,0.000000,0.631532,0.000000,-0.038269,0.563785,1.253195
LINE175,0.000000,2.414420,0.455247,3.347495,0.000000,-1.489774
LINE176,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE177,0.000000,-0.311792,0.229700,3.347492,0.000000,1.880977
LINE178,0.246428,-0.841219,0.442705,3.347494,0.000000,-0.958374
LINE179,0.000000,-0.536356,0.000000,3.963840,0.563764,1.253184
LINE180,0.000000,1.926371,0.000000,-0.346682,0.000000,4.706284
LINE181,0.204671,-0.841211,0.000000,3.855547,0.000000,1.549511
LINE182,0.000000,1.653028,0.000000,0.165949,0.000000,1.485995
LINE183,0.000000,0.646246,0.000000,-0.056468,0.563785,1.253195
LINE184,0.000000,2.237234,0.455247,3.347495,0.000000,-1.491226
LINE185,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE186,0.246428,-0.841219,0.442705,3.347494,0.000000,-1.038226
LINE187,0.000000,-0.553233,0.000000,3.958520,0.563764,1.253184
LINE188,0.000000,2.653013,0.000000,0.140217,0.000000,4.696765
LINE189,0.204671,-0.841211,0.000000,3.894208,0.000000,1.555902
LINE190,0.000000,3.879227,0.000000,1.480996,0.000000,4.689810
LINE191,0.000000,1.618060,0.000000,0.410318,0.000000,1.200477
LINE192,0.000000,0.375895,0.000000,-0.045596,0.563785,1.253195
LINE193,0.000000,1.826619,0.455247,3.347495,0.000000,-1.494650
LINE194,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE195,0.246428,-0.841219,0.442705,3.347494,0.000000,-1.139432
LINE196,0.000000,0.706968,0.000000,1.937391,0.179568,1.253182
LINE197,0.000000,-0.488490,0.000000,4.067264,0.384196,1.253184
LINE198,0.000000,1.545864,0.000000,0.438716,0.000000,4.698870
LINE199,0.204671,-0.841211,0.000000,3.875260,0.000000,1.555807
LINE200,0.000000,3.828241,0.000000,3.534052,0.000000,4.524490
LINE201,0.000000,1.722665,0.000000,0.474131,0.000000,0.667592
LINE202,0.000000,0.907227,0.000000,-0.003540,0.563785,1.253195
LINE203,0.000000,2.299146,0.455247,3.347495,0.000000,-1.485096
LINE204,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE205,0.246428,-0.841219,0.000000,2.389071,0.000000,1.783125
LINE206,0.000000,3.374474,0.442705,3.347494,0.000000,-1.218094
LINE207,0.000000,0.869691,0.000000,0.869691,0.179568,1.253182
LINE208,0.000000,-1.321738,0.000000,4.205475,0.384196,1.253184
LINE209,0.000000,2.331263,0.000000,-0.024932,0.000000,4.702410
LINE210,0.204671,-0.841211,0.000000,3.923428,0.000000,1.554166
LINE211,0.000000,1.462251,0.000000,0.407542,0.000000,1.334848
LINE212,0.000000,1.404880,0.000000,-0.007473,0.563785,1.253195
LINE213,0.000000,2.122526,0.455247,3.347495,0.000000,-1.487091
LINE214,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE215,0.246428,-0.841219,0.000000,0.035148,0.000000,2.539440
LINE216,0.000000,3.558572,0.442705,3.347494,0.000000,-0.983688
LINE217,0.000000,-0.489433,0.000000,-1.461358,0.384196,1.253184
LINE218,0.000000,1.545864,0.000000,0.000000,0.000000,4.711134
LINE219,0.204671,-0.841211,0.000000,3.923581,0.000000,1.556371
LINE220,0.000000,1.212287,0.000000,0.547452,0.000000,0.743104
LINE221,0.000000,1.462943,0.000000,0.029731,0.563785,1.253195
LINE222,0.000000,2.520767,0.455247,3.347495,0.000000,-1.491329
LINE223,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE224,0.246428,-0.841219,0.000000,2.486702,0.000000,4.054390
LINE225,0.000000,2.937147,0.442705,3.347494,0.000000,-1.147630
LINE226,0.000000,-1.556928,0.000000,4.119590,0.384196,1.253184
LINE227,0.204671,-0.841211,0.000000,3.820066,0.000000,1.560743
LINE228,0.000000,1.366330,0.000000,0.418034,0.000000,0.351792
LINE229,0.000000,1.591128,0.000000,0.060153,0.563785,1.253195
LINE230,0.000000,0.962171,0.455247,3.347495,0.000000,-1.488261
LINE231,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE232,0.000000,-0.080472,0.442705,3.347494,0.000000,1.495988
LINE233,0.000000,1.161405,0.000000,2.933896,0.000000,1.431758
LINE234,0.000000,-1.491659,0.000000,-0.887116,0.384196,1.253184
LINE235,0.204671,-0.841211,0.000000,3.829098,0.000000,1.556649
LINE236,0.000000,0.994171,0.000000,1.697804,0.000000,1.402343
LINE237,0.000000,1.587571,0.000000,0.064479,0.563785,1.253195
LINE238,0.000000,1.800733,0.455247,3.347495,0.000000,-1.499928
LINE239,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE240,0.000000,0.228797,0.442705,3.347494,0.000000,1.543681
LINE241,0.000000,-1.399203,0.000000,-1.197086,0.384196,1.253184
LINE242,0.204671,-0.841211,0.000000,3.748257,0.000000,1.551867
LINE243,0.000000,0.835532,0.000000,3.092304,0.000000,1.403131
LINE244,0.000000,1.482164,0.000000,0.052395,0.563785,1.253195
LINE245,0.000000,1.034337,0.455247,3.347495,0.000000,-1.496871
LINE246,3.238183,-0.841138,2.339446,3.347447,2.276187,1.253220
LINE247,0.000000,1.072045,0.238059,3.347494,0.000000,1.473823
LINE248,0.000000,0.574440,0.204647,3.347493,0.000000,1.682486
LINE249,0.000000,3.722998,0.000000,-0.857980,0.384196,1.253184
LINE250,0.204671,-0.841211,0.000000,3.619569,0.000000,1.528831
LINE251,0.000000,2.372510,0.000000,-0.335176,0.000000,2.096806
LINE252,0.000000,1.902806,0.000000,0.099882,0.563785,1.253195
LINE253,0.000000,0.887597,0.455247,3.347495,0.000000,-1.507932
LINE254,0.187986,-0.841196,0.000000,1.804220,0.000000,4.683848
LINE255,3.050196,-0.841134,2.339446,3.347447,2.276187,1.253220
LINE256,0.000000,0.277156,0.000000,3.580431,0.384196,1.253184
LINE257,0.204671,-0.841211,0.000000,3.742051,0.000000,1.505531
LINE258,0.000000,1.361385,0.000000,-1.288292,0.000000,2.742102
LINE259,0.000000,1.883010,0.000000,0.076645,0.563785,1.253195
LINE260,0.000000,1.922156,0.455247,3.347495,0.000000,-1.483867
LINE261,0.187986,-0.841196,0.000000,1.822024,0.000000,4.681507
LINE262,3.050196,-0.841134,2.339446,3.347447,2.276187,1.253220
LINE263,0.000000,0.108030,0.000000,2.880441,0.384196,1.253184
LINE264,0.204671,-0.841211,0.000000,-1.497382,0.000000,-1.443056
LINE265,0.000000,-0.267113,0.000000,3.528405,0.000000,1.946486
LINE266,0.000000,2.090668,0.000000,0.092942,0.563785,1.253195
LINE267,0.000000,-0.137653,0.233889,3.347495,0.000000,1.669819
LINE268,0.000000,2.278622,0.221359,3.347495,0.000000,-1.514980
LINE269,0.187986,-0.841196,0.000000,1.851030,0.000000,4.670606
LINE270,0.000000,-0.301201,0.000000,3.370115,0.221344,1.253215
LINE271,3.050196,-0.841134,2.339446,3.347447,2.054844,1.253221
LINE272,0.204671,-0.841211,0.000000,2.225840,0.000000,4.637955
LINE273,0.000000,0.612224,0.000000,4.515548,0.000000,1.904337
LINE274,0.000000,2.118955,0.000000,0.152661,0.563785,1.253195
LINE275,0.000000,-0.020348,0.233889,3.347495,0.000000,2.524779
LINE276,0.000000,2.187128,0.221359,3.347495,0.000000,-1.523331
LINE277,0.187986,-0.841196,0.000000,1.840738,0.000000,4.684053
LINE278,0.000000,-0.350128,0.000000,3.382888,0.221344,1.253215
LINE279,3.050196,-0.841134,2.339446,3.347447,2.054844,1.253221
LINE280,0.204671,-0.841211,0.000000,4.051936,0.000000,1.631666
LINE281,0.000000,0.704022,0.000000,3.250386,0.000000,3.454291
LINE282,0.000000,1.363958,0.000000,0.059546,0.563785,1.253195
LINE283,0.000000,1.351215,0.221359,3.347495,0.000000,-1.534424
LINE284,0.187986,-0.841196,0.000000,1.751417,0.000000,4.683378
LINE285,0.000000,-0.515497,0.000000,3.491511,0.221344,1.253215
LINE286,1.504200,-0.841126,0.827144,3.347428,0.442685,1.253227
LINE287,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE288,0.204671,-0.841211,0.000000,-0.172337,0.000000,-1.564573
LINE289,0.000000,1.858281,0.000000,4.294648,0.000000,-0.446219
LINE290,0.000000,3.114846,0.000000,-0.388926,0.363329,1.253195
LINE291,0.000000,0.808918,0.000000,-0.082225,0.200456,1.253193
LINE292,0.000000,1.929835,0.221359,3.347495,0.000000,-1.547751
LINE293,0.187986,-0.841196,0.000000,1.754256,0.000000,4.693034
LINE294,0.000000,-0.381703,0.000000,3.470268,0.221344,1.253215
LINE295,1.504200,-0.841126,0.827144,3.347428,0.442685,1.253227
LINE296,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE297,0.000000,3.147428,0.000000,-0.214485,0.363329,1.253195
LINE298,0.000000,0.753092,0.000000,-0.246525,0.200456,1.253193
LINE299,0.000000,1.336675,0.221359,3.347495,0.000000,4.638383
LINE300,0.187986,-0.841196,0.000000,1.800717,0.000000,4.697204
LINE301,0.000000,-0.396615,0.000000,3.449610,0.221344,1.253215
LINE302,1.504200,-0.841126,0.827144,3.347428,0.442685,1.253227
LINE303,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE304,0.000000,3.219784,0.000000,-0.452820,0.363329,1.253195
LINE305,0.000000,4.297111,0.000000,0.123002,0.200456,1.253193
LINE306,0.000000,1.531711,0.221359,3.347495,0.000000,4.588972
LINE307,0.187986,-0.841196,0.000000,1.825493,0.000000,4.680938
LINE308,0.000000,-0.627137,0.000000,3.494770,0.221344,1.253215
LINE309,1.504200,-0.841126,0.827144,3.347428,0.442685,1.253227
LINE310,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE311,0.000000,2.658325,0.000000,1.023818,0.363329,1.253195
LINE312,0.000000,2.571611,0.000000,2.844442,0.200456,1.253193
LINE313,0.000000,3.129638,0.221359,3.347495,0.000000,4.679794
LINE314,0.187986,-0.841196,0.000000,1.846439,0.000000,4.670436
LINE315,0.000000,-0.612201,0.000000,3.424000,0.221344,1.253215
LINE316,0.438670,-0.841178,0.000000,1.103869,0.000000,1.555742
LINE317,1.065530,-0.841105,0.827144,3.347428,0.442685,1.253227
LINE318,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE319,0.000000,3.323235,0.000000,0.157252,0.363329,1.253195
LINE320,0.000000,2.717323,0.000000,1.683597,0.200456,1.253193
LINE321,0.187986,-0.841196,0.000000,1.827798,0.000000,4.666874
LINE322,0.000000,-0.749006,0.000000,3.217722,0.221344,1.253215
LINE323,0.438670,-0.841178,0.000000,1.093021,0.000000,1.554664
LINE324,1.065530,-0.841105,0.827144,3.347428,0.442685,1.253227
LINE325,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE326,0.000000,0.818142,0.000000,3.141262,0.200456,1.253193
LINE327,0.187986,-0.841196,0.000000,1.814761,0.000000,4.682093
LINE328,0.000000,2.280312,0.000000,3.353418,0.221344,1.253215
LINE329,0.438670,-0.841178,0.000000,1.083496,0.000000,1.559270
LINE330,0.000000,-0.320637,0.000000,-0.065984,0.204639,1.253224
LINE331,1.065530,-0.841105,0.827144,3.347428,0.238047,1.253229
LINE332,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE333,0.187986,-0.841196,0.000000,1.830199,0.000000,4.674008
LINE334,0.000000,3.315933,0.000000,0.687828,0.221344,1.253215
LINE335,0.438670,-0.841178,0.000000,1.215871,0.000000,1.559358
LINE336,0.000000,4.079800,0.000000,2.362372,0.204639,1.253224
LINE337,0.000000,-0.488290,0.229741,3.347447,0.000000,4.542618
LINE338,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE339,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE340,0.187986,-0.841196,0.000000,1.869501,0.000000,4.665269
LINE341,0.000000,-0.941633,0.000000,-1.293171,0.221344,1.253215
LINE342,0.213068,-0.841178,0.000000,1.980626,0.000000,4.637502
LINE343,0.225602,-0.841177,0.000000,1.901114,0.000000,1.560152
LINE344,0.000000,-0.486498,0.229741,3.347447,0.000000,4.535006
LINE345,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE346,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE347,0.187986,-0.841196,0.000000,1.789444,0.000000,4.669897
LINE348,0.213068,-0.841178,0.000000,1.567979,0.000000,4.655065
LINE349,0.225602,-0.841177,0.000000,2.651789,0.000000,1.586344
LINE350,0.000000,-0.517460,0.229741,3.347447,0.000000,4.566168
LINE351,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE352,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE353,0.187986,-0.841196,0.000000,2.015941,0.000000,4.655224
LINE354,0.225602,-0.841177,0.000000,0.255013,0.000000,1.586740
LINE355,0.000000,-0.534402,0.229741,3.347447,0.000000,4.651498
LINE356,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE357,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE358,0.187986,-0.841196,0.000000,2.354577,0.000000,4.176820
LINE359,0.225602,-0.841177,0.000000,0.562532,0.000000,1.615244
LINE360,0.000000,-0.210492,0.229741,3.347447,0.000000,4.666186
LINE361,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE362,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE363,0.187986,-0.841196,0.000000,3.071037,0.000000,3.159806
LINE364,0.225602,-0.841177,0.000000,1.871901,0.000000,1.620155
LINE365,0.000000,-0.226858,0.229741,3.347447,0.000000,1.739836
LINE366,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE367,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE368,0.187986,-0.841196,0.000000,3.245210,0.000000,1.734419
LINE369,0.225602,-0.841177,0.000000,2.652163,0.000000,1.557322
LINE370,0.000000,-0.453844,0.229741,3.347447,0.000000,1.432731
LINE371,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE372,1.545997,-0.841142,1.512302,3.347457,1.612158,1.253219
LINE373,0.187986,-0.841196,0.000000,0.475570,0.000000,4.558785
LINE374,0.225602,-0.841177,0.000000,4.576813,0.000000,3.866926
LINE375,0.000000,-0.061565,0.229741,3.347447,0.000000,4.705521
LINE376,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE377,1.545997,-0.841142,1.512302,3.347457,1.386632,1.253219
LINE378,0.000000,2.508407,0.000000,0.332889,0.225527,1.253220
LINE379,0.187986,-0.841196,0.000000,0.591987,0.000000,-1.479820
LINE380,0.225602,-0.841177,0.000000,2.047402,0.000000,-0.794614
LINE381,0.000000,0.079747,0.229741,3.347447,0.000000,-1.518996
LINE382,1.065530,-0.841105,0.597403,3.347420,0.238047,1.253229
LINE383,1.545997,-0.841142,1.512302,3.347457,1.386632,1.253219
