# Result_no_EVs/output_current_end.csv run at 2000-01-02 00:00:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE65,1.651842,-0.841259,0.000000,0.917707,0.000000,0.837817
LINE66,0.000000,3.104978,0.000000,-0.090542,0.000000,1.791430
LINE67,0.000000,2.738644,0.000000,2.288100,0.000000,1.744321
LINE68,0.000000,-1.350750,0.000000,-0.190081,0.000000,4.638505
LINE69,2.105940,-0.841512,0.000000,-1.071945,0.000000,4.614865
LINE70,0.000000,1.959702,0.217393,3.347042,0.000000,4.443256
LINE71,11.619453,-0.840710,10.728377,3.346937,9.755382,1.252952
LINE72,0.200726,-0.841264,0.000000,0.715254,0.000000,1.551848
LINE73,1.451116,-0.841259,0.000000,-1.496980,0.000000,1.491771
LINE74,0.000000,2.743189,0.000000,-0.520850,0.000000,1.698180
LINE75,0.000000,3.042911,0.000000,1.905739,0.000000,1.613893
LINE76,0.000000,4.200558,0.000000,-0.293298,0.000000,4.637288
LINE77,0.000000,0.156450,0.217393,3.347042,0.000000,-1.564163
LINE78,11.619453,-0.840710,10.728377,3.346937,9.755382,1.252952
LINE79,0.000000,2.043376,0.000000,-0.022319,0.000000,4.052849
LINE80,0.000000,3.035703,0.000000,1.977505,0.000000,1.582981
LINE81,0.000000,4.223809,0.000000,-0.253035,0.000000,4.645517
LINE82,0.000000,-0.700559,0.217393,3.347042,0.000000,1.572905
LINE83,11.619453,-0.840710,10.728377,3.346937,9.755382,1.252952
LINE84,0.000000,2.619384,0.000000,0.383156,0.000000,2.561506
LINE85,0.000000,3.020035,0.000000,1.938471,0.000000,1.613833
LINE86,0.000000,4.365707,0.000000,-0.285534,0.000000,4.629849
LINE87,11.619453,-0.840710,10.728377,3.346937,9.755382,1.252952
LINE88,0.000000,0.197551,0.000000,2.156570,0.000000,3.798432
LINE89,0.000000,3.056680,0.000000,2.232728,0.000000,1.630156
LINE90,0.000000,4.147038,0.000000,-0.488580,0.000000,4.655364
LINE91,11.619453,-0.840710,10.728377,3.346937,9.755382,1.252952
LINE92,0.000000,3.151500,0.000000,1.348335,0.000000,1.680006
LINE93,0.000000,3.580308,0.000000,-0.024932,0.000000,3.116661
LINE94,11.619453,-0.840710,10.728377,3.346937,9.755382,1.252952
LINE95,0.000000,2.319369,0.000000,2.985603,0.000000,1.933839
LINE96,0.000000,1.545864,0.000000,0.618569,0.000000,4.657681
LINE97,11.619453,-0.840710,10.728377,3.346937,9.755382,1.252952
LINE98,0.000000,2.240873,0.000000,0.237386,0.000000,1.844645
LINE99,0.000000,-0.024932,0.000000,0.760466,0.000000,3.116661
LINE100,11.619453,-0.840710,10.728377,3.346937,9.755382,1.252952
LINE101,0.000000,1.190079,0.000000,3.164484,0.000000,2.065098
LINE102,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024932
LINE103,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE104,10.443958,-0.840652,10.054915,3.346932,5.449926,1.252896
LINE105,0.000000,1.907359,0.000000,3.241559,0.000000,2.265220
LINE106,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE107,10.443958,-0.840652,10.054915,3.346932,5.449926,1.252896
LINE108,0.000000,2.849629,0.000000,3.049660,0.000000,2.287164
LINE109,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE110,10.443958,-0.840652,10.054915,3.346932,5.449926,1.252896
LINE111,0.000000,2.579589,0.000000,3.044483,0.000000,2.321689
LINE112,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE113,10.443958,-0.840652,10.054915,3.346932,5.449926,1.252896
LINE114,0.000000,2.564346,0.000000,3.042696,0.000000,2.320443
LINE115,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE116,0.878589,-0.841117,0.456044,3.346985,0.417868,1.252953
LINE117,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE118,0.000000,2.520955,0.000000,3.045046,0.000000,2.324397
LINE119,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE120,0.000000,2.434344,0.000000,0.241320,0.000000,4.669881
LINE121,0.878589,-0.841117,0.456044,3.346985,0.417868,1.252953
LINE122,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE123,0.000000,2.445924,0.000000,3.056134,0.000000,2.349965
LINE124,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE125,0.000000,2.283679,0.000000,0.266525,0.000000,4.679156
LINE126,0.878589,-0.841117,0.456044,3.346985,0.417868,1.252953
LINE127,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE128,0.000000,2.572878,0.000000,3.064511,0.000000,2.227567
LINE129,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE130,0.000000,2.576241,0.000000,0.355574,0.000000,4.705522
LINE131,0.878589,-0.841117,0.000000,-0.203792,0.000000,-1.527098
LINE132,0.000000,2.657590,0.456044,3.346985,0.417868,1.252953
LINE133,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE134,0.000000,2.382211,0.000000,3.076592,0.000000,2.267773
LINE135,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE136,0.000000,2.794910,0.000000,0.296819,0.000000,4.692437
LINE137,0.878589,-0.841117,0.000000,-0.202285,0.000000,-1.522966
LINE138,0.000000,2.655726,0.456044,3.346985,0.417868,1.252953
LINE139,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE140,0.000000,2.338485,0.000000,3.080419,0.000000,2.306831
LINE141,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE142,0.000000,2.818162,0.000000,0.387479,0.000000,4.708206
LINE143,0.878589,-0.841117,0.000000,-0.211951,0.000000,-1.503229
LINE144,0.000000,2.651814,0.456044,3.346985,0.417868,1.252953
LINE145,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE146,0.000000,2.081507,0.000000,3.098697,0.000000,2.553496
LINE147,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE148,0.000000,2.558061,0.000000,0.487458,0.000000,-1.565627
LINE149,0.878589,-0.841117,0.000000,-0.118499,0.000000,-1.532738
LINE150,0.000000,2.554407,0.000000,3.466600,0.417868,1.252953
LINE151,0.000000,3.157887,0.456044,3.346985,0.000000,-1.525455
LINE152,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE153,0.000000,2.185629,0.000000,3.131953,0.000000,2.084171
LINE154,1.175495,-0.841222,0.673463,3.347011,4.305455,1.253023
LINE155,0.000000,2.283679,0.000000,0.503143,0.000000,-1.555832
LINE156,0.878589,-0.841117,0.000000,-0.114807,0.000000,-1.512786
LINE157,0.000000,2.546882,0.000000,3.463830,0.417868,1.252953
LINE158,0.000000,3.078601,0.456044,3.346985,0.000000,-1.529697
LINE159,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE160,0.000000,2.572956,0.000000,-1.055664,0.000000,2.165716
LINE161,0.000000,2.603442,0.230063,3.347008,0.000000,4.709911
LINE162,1.175495,-0.841222,0.443399,3.347012,4.305455,1.253023
LINE163,0.000000,2.220605,0.000000,0.438716,0.000000,-1.553761
LINE164,0.878589,-0.841117,0.000000,-0.167566,0.000000,-1.499266
LINE165,0.000000,2.541337,0.000000,3.460072,0.417868,1.252953
LINE166,0.000000,3.121935,0.456044,3.346985,0.000000,-1.480454
LINE167,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE168,0.000000,-1.074353,0.000000,0.167011,0.000000,1.229993
LINE169,0.000000,1.169980,0.230063,3.347008,0.000000,4.702106
LINE170,1.175495,-0.841222,0.443399,3.347012,4.305455,1.253023
LINE171,0.000000,2.331263,0.000000,0.355574,0.000000,-1.538661
LINE172,0.878589,-0.841117,0.000000,-0.108437,0.000000,-1.463534
LINE173,0.000000,2.425977,0.000000,3.432669,0.000000,2.763822
LINE174,0.000000,-1.089111,0.000000,-0.594735,0.417868,1.252953
LINE175,0.000000,3.094833,0.456044,3.346985,0.000000,-1.515771
LINE176,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE177,0.000000,3.426449,0.230063,3.347008,0.000000,-1.417008
LINE178,1.175495,-0.841222,0.443399,3.347012,0.000000,1.852893
LINE179,0.000000,0.017799,0.000000,3.566269,4.305455,1.253023
LINE180,0.000000,2.736154,0.000000,-0.269911,0.000000,-1.529905
LINE181,0.878589,-0.841117,0.000000,-0.065806,0.000000,-1.483638
LINE182,0.000000,2.418935,0.000000,3.483142,0.000000,2.453576
LINE183,0.000000,-1.062052,0.000000,-0.583031,0.417868,1.252953
LINE184,0.000000,2.951354,0.456044,3.346985,0.000000,-1.520560
LINE185,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE186,1.175495,-0.841222,0.443399,3.347012,0.000000,2.175481
LINE187,0.000000,0.019511,0.000000,3.564177,4.305455,1.253023
LINE188,0.000000,2.919265,0.000000,0.438716,0.000000,4.688434
LINE189,0.878589,-0.841117,0.000000,-0.004284,0.000000,-1.491112
LINE190,0.000000,0.965464,0.000000,0.106390,0.000000,3.701465
LINE191,0.000000,2.336103,0.000000,3.337953,0.000000,1.110318
LINE192,0.000000,-1.052146,0.000000,-0.693505,0.417868,1.252953
LINE193,0.000000,2.925972,0.456044,3.346985,0.000000,-1.473192
LINE194,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE195,1.175495,-0.841222,0.443399,3.347012,0.000000,2.207161
LINE196,0.000000,-0.198318,0.000000,2.107072,2.345011,1.253023
LINE197,0.000000,0.027978,0.000000,3.597334,1.960445,1.253023
LINE198,0.000000,3.281809,0.000000,0.140217,0.000000,4.706498
LINE199,0.878589,-0.841117,0.000000,0.026533,0.000000,-1.341449
LINE200,0.000000,1.012404,0.000000,0.084857,0.000000,1.469810
LINE201,0.000000,2.413497,0.000000,3.391862,0.000000,-0.848034
LINE202,0.000000,-1.136452,0.000000,-0.390159,0.417868,1.252953
LINE203,0.000000,2.983886,0.456044,3.346985,0.000000,-1.432904
LINE204,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE205,1.175495,-0.841222,0.000000,2.469719,0.000000,4.598013
LINE206,0.000000,2.328984,0.443399,3.347012,0.000000,2.357103
LINE207,0.000000,3.940043,0.000000,4.314681,2.345011,1.253023
LINE208,0.000000,0.075019,0.000000,3.614785,1.960445,1.253023
LINE209,0.000000,3.116661,0.000000,0.438716,0.000000,-0.024932
LINE210,0.878589,-0.841117,0.000000,0.003652,0.000000,-1.212946
LINE211,0.000000,2.614097,0.000000,3.662518,0.000000,4.611489
LINE212,0.000000,-1.366600,0.000000,-0.158984,0.417868,1.252953
LINE213,0.000000,2.885267,0.456044,3.346985,0.000000,-1.526328
LINE214,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE215,1.175495,-0.841222,0.000000,2.525163,0.000000,-1.555505
LINE216,0.000000,2.098565,0.443399,3.347012,0.000000,2.501647
LINE217,0.000000,0.122263,0.000000,3.414412,1.960445,1.253023
LINE218,0.000000,0.000000,0.000000,0.000000,0.000000,3.116661
LINE219,0.878589,-0.841117,0.000000,0.020842,0.000000,-1.393667
LINE220,0.000000,3.033551,0.000000,3.651429,0.000000,1.789131
LINE221,0.000000,-1.390621,0.000000,-0.249910,0.417868,1.252953
LINE222,0.000000,2.776950,0.456044,3.346985,0.000000,-1.563618
LINE223,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE224,1.175495,-0.841222,0.000000,3.018707,0.000000,1.545092
LINE225,0.000000,2.419155,0.443399,3.347012,0.000000,2.253209
LINE226,0.000000,-0.026805,0.000000,3.714499,1.960445,1.253023
LINE227,0.878589,-0.841117,0.000000,0.048390,0.000000,-1.244850
LINE228,0.000000,2.231326,0.000000,3.487569,0.000000,1.974852
LINE229,0.000000,-1.244113,0.000000,-0.129018,0.417868,1.252953
LINE230,0.000000,2.689663,0.456044,3.346985,0.000000,-1.538422
LINE231,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE232,0.000000,-0.151900,0.443399,3.347012,0.000000,4.047772
LINE233,0.000000,1.910173,0.000000,1.910173,0.000000,3.008960
LINE234,0.000000,-0.305402,0.000000,3.547244,1.960445,1.253023
LINE235,0.878589,-0.841117,0.000000,-0.597129,0.000000,1.574945
LINE236,0.000000,2.037073,0.000000,3.336765,0.000000,1.925458
LINE237,0.000000,-1.184368,0.000000,-0.169859,0.417868,1.252953
LINE238,0.000000,2.464362,0.456044,3.346985,0.000000,-1.436395
LINE239,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE240,0.000000,-0.292118,0.443399,3.347012,0.000000,1.485988
LINE241,0.000000,-0.232278,0.000000,4.696545,1.960445,1.253023
LINE242,0.878589,-0.841117,0.000000,-0.134380,0.000000,1.684463
LINE243,0.000000,0.551004,0.000000,3.347367,0.000000,2.216881
LINE244,0.000000,-1.255853,0.000000,-0.329037,0.417868,1.252953
LINE245,0.000000,2.322129,0.456044,3.346985,0.000000,-1.460911
LINE246,9.565370,-0.840609,9.598871,3.346930,5.032058,1.252892
LINE247,0.000000,0.949663,0.238432,3.347012,0.000000,-1.469037
LINE248,0.000000,3.152306,0.204968,3.347012,0.000000,1.426338
LINE249,0.000000,1.995101,0.000000,3.142427,1.960445,1.253023
LINE250,0.878589,-0.841117,0.000000,0.286382,0.000000,0.396360
LINE251,0.000000,2.879951,0.000000,3.212070,0.000000,1.811439
LINE252,0.000000,-1.356772,0.000000,-0.077950,0.417868,1.252953
LINE253,0.000000,2.320393,0.456044,3.346985,0.000000,-1.418628
LINE254,0.188322,-0.840997,0.000000,2.624114,0.000000,2.148125
LINE255,9.377048,-0.840601,9.598871,3.346930,5.032058,1.252892
LINE256,0.000000,-0.545520,0.000000,0.069880,1.960445,1.253023
LINE257,0.878589,-0.841117,0.000000,3.536662,0.000000,-1.379451
LINE258,0.000000,0.334102,0.000000,3.691394,0.000000,2.632711
LINE259,0.000000,-1.311786,0.000000,-0.145290,0.417868,1.252953
LINE260,0.000000,2.633543,0.456044,3.346985,0.000000,-1.468253
LINE261,0.188322,-0.840997,0.000000,2.699317,0.000000,2.388398
LINE262,9.377048,-0.840601,9.598871,3.346930,5.032058,1.252892
LINE263,0.000000,4.248158,0.000000,1.813665,1.960445,1.253023
LINE264,0.878589,-0.841117,0.000000,1.127005,0.000000,4.707116
LINE265,0.000000,-0.281040,0.000000,4.261742,0.000000,1.668929
LINE266,0.000000,-1.448179,0.000000,-0.050201,0.417868,1.252953
LINE267,0.000000,-1.197104,0.234298,3.346985,0.000000,1.674759
LINE268,0.000000,2.628779,0.221746,3.346984,0.000000,4.706092
LINE269,0.188322,-0.840997,0.000000,2.662150,0.000000,1.719815
LINE270,0.000000,-0.088535,0.000000,3.310507,0.221479,1.252922
LINE271,9.377048,-0.840601,9.598871,3.346930,4.810579,1.252890
LINE272,0.878589,-0.841117,0.000000,1.881101,0.000000,4.664643
LINE273,0.000000,-0.748521,0.000000,3.586616,0.000000,1.523614
LINE274,0.000000,4.327214,0.000000,0.050577,0.417868,1.252953
LINE275,0.000000,0.454957,0.234298,3.346985,0.000000,1.443571
LINE276,0.000000,2.531386,0.221746,3.346984,0.000000,-1.569836
LINE277,0.188322,-0.840997,0.000000,2.592162,0.000000,1.944423
LINE278,0.000000,-0.095427,0.000000,3.394042,0.221479,1.252922
LINE279,9.377048,-0.840601,9.598871,3.346930,4.810579,1.252890
LINE280,0.878589,-0.841117,0.000000,3.230221,0.000000,1.548731
LINE281,0.000000,0.150207,0.000000,3.528218,0.000000,2.083935
LINE282,0.000000,-1.568129,0.000000,-0.052474,0.417868,1.252953
LINE283,0.000000,2.726544,0.221746,3.346984,0.000000,4.682474
LINE284,0.188322,-0.840997,0.000000,2.410362,0.000000,3.180939
LINE285,0.000000,-0.398945,0.000000,3.337391,0.221479,1.252922
LINE286,5.821834,-0.840609,3.127898,3.346754,1.249364,1.253250
LINE287,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE288,0.878589,-0.841117,0.000000,4.702463,0.000000,1.082588
LINE289,0.000000,0.694053,0.000000,2.334975,0.000000,1.881208
LINE290,0.000000,4.116429,0.000000,-1.495922,0.217292,1.252953
LINE291,0.000000,-1.060868,0.000000,-0.724522,0.200576,1.252952
LINE292,0.000000,2.893517,0.221746,3.346984,0.000000,-1.536930
LINE293,0.188322,-0.840997,0.000000,2.411382,0.000000,1.863351
LINE294,0.000000,-0.415955,0.000000,3.384167,0.221479,1.252922
LINE295,5.821834,-0.840609,3.127898,3.346754,1.249364,1.253250
LINE296,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE297,0.000000,0.731363,0.000000,0.093493,0.217292,1.252953
LINE298,0.000000,-0.957441,0.000000,-1.446796,0.200576,1.252952
LINE299,0.000000,-0.107768,0.221746,3.346984,0.000000,4.632851
LINE300,0.188322,-0.840997,0.000000,2.324422,0.000000,1.739986
LINE301,0.000000,-0.412042,0.000000,3.455326,0.221479,1.252922
LINE302,5.821834,-0.840609,3.127898,3.346754,1.249364,1.253250
LINE303,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE304,0.000000,2.473665,0.000000,0.433890,0.217292,1.252953
LINE305,0.000000,4.369315,0.000000,0.340176,0.200576,1.252952
LINE306,0.000000,1.024158,0.221746,3.346984,0.000000,4.694633
LINE307,0.188322,-0.840997,0.000000,2.553068,0.000000,1.666250
LINE308,0.000000,-0.805627,0.000000,3.292276,0.221479,1.252922
LINE309,5.821834,-0.840609,3.127898,3.346754,1.249364,1.253250
LINE310,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE311,0.000000,2.174692,0.000000,2.174692,0.217292,1.252953
LINE312,0.000000,3.904977,0.000000,1.381455,0.200576,1.252952
LINE313,0.000000,0.424716,0.221746,3.346984,0.000000,1.526559
LINE314,0.188322,-0.840997,0.000000,2.462400,0.000000,1.681296
LINE315,0.000000,-0.402191,0.000000,3.374872,0.221479,1.252922
LINE316,0.439522,-0.840905,0.000000,2.098057,0.000000,1.684444
LINE317,5.382312,-0.840585,3.127898,3.346754,1.249364,1.253250
LINE318,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE319,0.000000,2.618663,0.000000,3.393501,0.217292,1.252953
LINE320,0.000000,0.542311,0.000000,0.542311,0.200576,1.252952
LINE321,0.188322,-0.840997,0.000000,2.464279,0.000000,1.682798
LINE322,0.000000,-1.042238,0.000000,3.154988,0.221479,1.252922
LINE323,0.439522,-0.840905,0.000000,1.908797,0.000000,1.721208
LINE324,5.382312,-0.840585,3.127898,3.346754,1.249364,1.253250
LINE325,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE326,0.000000,0.911781,0.000000,2.997195,0.200576,1.252952
LINE327,0.188322,-0.840997,0.000000,2.180203,0.000000,1.665062
LINE328,0.000000,-1.090812,0.000000,2.114817,0.221479,1.252922
LINE329,0.439522,-0.840905,0.000000,2.178424,0.000000,1.717621
LINE330,0.000000,4.275292,0.000000,3.378674,0.204753,1.252953
LINE331,5.382312,-0.840585,3.127898,3.346754,1.044612,1.253308
LINE332,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE333,0.188322,-0.840997,0.000000,2.109278,0.000000,1.676198
LINE334,0.000000,-1.240005,0.000000,1.850538,0.221479,1.252922
LINE335,0.439522,-0.840905,0.000000,2.220557,0.000000,1.739284
LINE336,0.000000,2.990835,0.000000,2.990835,0.204753,1.252953
LINE337,0.000000,-0.252084,2.529212,3.346830,0.000000,1.578548
LINE338,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE339,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE340,0.188322,-0.840997,0.000000,2.095840,0.000000,1.684771
LINE341,0.000000,-0.386886,0.000000,2.076683,0.221479,1.252922
LINE342,0.213482,-0.840906,0.000000,-0.022152,0.000000,4.597595
LINE343,0.226040,-0.840905,0.000000,2.591096,0.000000,1.655583
LINE344,0.000000,-0.254564,2.529212,3.346830,0.000000,1.579501
LINE345,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE346,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE347,0.188322,-0.840997,0.000000,2.077711,0.000000,1.714814
LINE348,0.213482,-0.840906,0.000000,-0.094260,0.000000,-1.530450
LINE349,0.226040,-0.840905,0.000000,2.518496,0.000000,2.188618
LINE350,0.000000,-0.210335,2.529212,3.346830,0.000000,1.571730
LINE351,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE352,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE353,0.188322,-0.840997,0.000000,1.768740,0.000000,1.690795
LINE354,0.226040,-0.840905,0.000000,1.410707,0.000000,1.596278
LINE355,0.000000,-0.210870,2.529212,3.346830,0.000000,1.460601
LINE356,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE357,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE358,0.188322,-0.840997,0.000000,2.937911,0.000000,1.778349
LINE359,0.226040,-0.840905,0.000000,1.841457,0.000000,1.599371
LINE360,0.000000,-0.015630,2.529212,3.346830,0.000000,4.701945
LINE361,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE362,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE363,0.188322,-0.840997,0.000000,-0.559679,0.000000,1.711912
LINE364,0.226040,-0.840905,0.000000,1.250596,0.000000,1.607077
LINE365,0.000000,0.204978,2.529212,3.346830,0.000000,4.701179
LINE366,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE367,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE368,0.188322,-0.840997,0.000000,3.924672,0.000000,1.715971
LINE369,0.226040,-0.840905,0.000000,1.384367,0.000000,4.655778
LINE370,0.000000,1.444040,2.529212,3.346830,0.000000,-1.460868
LINE371,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE372,3.555214,-0.840588,6.470973,3.347015,3.561215,1.252764
LINE373,0.188322,-0.840997,0.000000,0.146901,0.000000,1.681961
LINE374,0.226040,-0.840905,0.000000,-0.213051,0.000000,1.833541
LINE375,0.000000,0.895342,2.529212,3.346830,0.000000,-1.536143
LINE376,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE377,3.555214,-0.840588,6.470973,3.347015,3.335549,1.252755
LINE378,0.000000,2.897873,0.000000,2.828423,0.225666,1.252901
LINE379,0.188322,-0.840997,0.000000,-0.076901,0.000000,4.644238
LINE380,0.226040,-0.840905,0.000000,1.563469,0.000000,4.701126
LINE381,0.000000,1.632672,2.529212,3.346830,0.000000,-1.567810
LINE382,5.382312,-0.840585,0.598686,3.346434,1.044612,1.253308
LINE383,3.555214,-0.840588,6.470973,3.347015,3.335549,1.252755
