# Result_no_EVs/output_current_peak.csv run at 2000-01-01 09:26:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE41,71.472350,-0.823783,145.803965,3.343620,25.916011,1.242623
LINE42,0.000000,3.483077,0.000000,2.168700,0.000000,4.375565
LINE43,0.000000,-0.810330,0.000000,3.760162,0.000000,1.608283
LINE44,0.477166,-0.841200,0.000000,3.583799,0.000000,4.642873
LINE45,0.000000,1.413728,1.677395,3.342900,0.000000,-1.531543
LINE46,0.000000,0.426527,0.186841,3.342889,0.000000,1.544162
LINE47,71.472350,-0.823783,145.803965,3.343620,25.916011,1.242623
LINE48,0.000000,3.592233,0.000000,1.944438,0.000000,4.389024
LINE49,0.000000,-0.743762,0.000000,4.687457,0.000000,1.578405
LINE50,0.477166,-0.841200,0.000000,3.976623,0.000000,-1.472110
LINE51,0.000000,2.011675,1.677395,3.342900,0.000000,-1.543804
LINE52,71.472350,-0.823783,145.803965,3.343620,25.916011,1.242623
LINE53,0.000000,4.417206,0.000000,-1.530323,0.000000,3.471870
LINE54,0.000000,3.341223,0.000000,2.194034,0.000000,4.334925
LINE55,0.000000,-0.612935,0.000000,-1.076582,0.000000,1.584907
LINE56,0.477166,-0.841200,0.000000,3.575930,0.000000,-1.479495
LINE57,0.000000,1.826942,1.677395,3.342900,0.000000,-1.560483
LINE58,71.472350,-0.823783,145.803965,3.343620,25.916011,1.242623
LINE59,0.000000,4.397883,0.000000,-1.338350,0.000000,2.934069
LINE60,0.000000,3.441386,0.000000,2.838599,0.000000,4.324378
LINE61,0.000000,-0.447786,0.000000,-0.887102,0.000000,1.571528
LINE62,0.477166,-0.841200,0.000000,-0.436052,0.000000,-1.546482
LINE63,0.000000,1.478667,1.677395,3.342900,0.000000,-1.540571
LINE64,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE65,1.115727,-0.836152,0.000000,1.231642,0.000000,-0.647458
LINE66,0.000000,4.438063,0.000000,-0.233048,0.000000,4.624954
LINE67,0.000000,3.231833,0.000000,3.514264,0.000000,4.424958
LINE68,0.000000,-0.419723,0.000000,-1.076582,0.000000,1.560930
LINE69,0.477166,-0.841200,0.000000,2.529141,0.000000,-1.012057
LINE70,0.000000,2.498235,1.677395,3.342900,0.000000,4.702588
LINE71,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE72,0.968923,-0.836152,0.000000,1.156496,0.000000,-1.494195
LINE73,0.146804,-0.836155,0.000000,-0.077535,0.000000,1.444993
LINE74,0.000000,3.774600,0.000000,-0.167450,0.000000,4.284557
LINE75,0.000000,3.491384,0.000000,2.883361,0.000000,4.504872
LINE76,0.000000,-0.410815,0.000000,-0.981065,0.000000,1.562969
LINE77,0.000000,0.388748,1.677395,3.342900,0.000000,1.581751
LINE78,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE79,0.000000,-0.807712,0.000000,4.001073,0.000000,1.142985
LINE80,0.000000,3.427922,0.000000,2.947389,0.000000,4.522026
LINE81,0.000000,-0.415133,0.000000,-1.067654,0.000000,1.564549
LINE82,0.000000,-1.265929,1.677395,3.342900,0.000000,1.648367
LINE83,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE84,0.000000,4.170027,0.000000,-0.118269,0.000000,4.489505
LINE85,0.000000,3.434456,0.000000,3.040794,0.000000,4.519438
LINE86,0.000000,-0.423454,0.000000,-1.132081,0.000000,1.563278
LINE87,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE88,0.000000,3.544067,0.000000,0.065198,0.000000,4.712366
LINE89,0.000000,3.480903,0.000000,2.980322,0.000000,4.492292
LINE90,0.000000,-0.488580,0.000000,-1.132081,0.000000,1.566174
LINE91,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE92,0.000000,3.188961,0.000000,2.316171,0.000000,4.501935
LINE93,0.000000,-0.346682,0.000000,3.580308,0.000000,1.577104
LINE94,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE95,0.000000,2.458237,0.000000,2.578186,0.000000,4.548691
LINE96,0.000000,0.220047,0.000000,2.653013,0.000000,3.116661
LINE97,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE98,0.000000,2.530379,0.000000,0.022601,0.000000,4.554491
LINE99,0.000000,0.000000,0.000000,3.116661,0.000000,4.675739
LINE100,70.356710,-0.823586,145.803965,3.343620,25.916011,1.242623
LINE101,0.000000,0.130150,0.000000,-1.561309,0.000000,-1.320959
LINE102,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024932
LINE103,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE104,69.806898,-0.823503,133.287602,3.343560,12.889288,1.240790
LINE105,0.000000,0.033684,0.000000,4.451607,0.000000,-1.319079
LINE106,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE107,69.806898,-0.823503,133.287602,3.343560,12.889288,1.240790
LINE108,0.000000,0.024938,0.000000,-1.368394,0.000000,-1.283232
LINE109,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE110,69.806898,-0.823503,133.287602,3.343560,12.889288,1.240790
LINE111,0.000000,-0.026222,0.000000,-1.411118,0.000000,-1.306304
LINE112,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE113,69.806898,-0.823503,133.287602,3.343560,12.889288,1.240790
LINE114,0.000000,-0.026159,0.000000,-1.419503,0.000000,-1.308615
LINE115,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE116,0.882111,-0.832788,19.660346,3.344369,2.324300,1.243290
LINE117,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE118,0.000000,0.084912,0.000000,-1.361529,0.000000,-1.306928
LINE119,0.549843,-0.834166,12.516366,3.344252,13.026766,1.244437
LINE120,0.000000,2.505935,0.000000,2.951512,0.000000,1.584907
LINE121,0.882111,-0.832788,19.660346,3.344369,2.324300,1.243290
LINE122,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE123,0.000000,0.017468,0.000000,-1.441595,0.000000,-1.335297
LINE124,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE125,0.000000,2.254491,0.000000,2.825204,0.000000,1.623831
LINE126,0.882111,-0.832788,19.660346,3.344369,2.324300,1.243290
LINE127,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE128,0.000000,-0.190154,0.000000,-1.440247,0.000000,-1.324422
LINE129,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE130,0.000000,2.473160,0.000000,2.653013,0.000000,1.561488
LINE131,0.882111,-0.832788,0.000000,-0.960607,0.000000,-1.359045
LINE132,0.000000,1.959845,19.660346,3.344369,2.324300,1.243290
LINE133,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE134,0.000000,-0.128657,0.000000,-1.251406,0.000000,-1.350546
LINE135,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE136,0.000000,2.397831,0.000000,2.736154,0.000000,1.584907
LINE137,0.882111,-0.832788,0.000000,-0.941659,0.000000,-1.365183
LINE138,0.000000,1.968053,19.660346,3.344369,2.324300,1.243290
LINE139,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE140,0.000000,-0.125271,0.000000,-1.335332,0.000000,-1.355237
LINE141,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE142,0.000000,2.745769,0.000000,2.397831,0.000000,1.592705
LINE143,0.882111,-0.832788,0.000000,-0.823708,0.000000,-1.422134
LINE144,0.000000,1.957017,19.660346,3.344369,2.324300,1.243290
LINE145,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE146,0.000000,-0.077764,0.000000,-1.030774,0.000000,-1.352041
LINE147,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE148,0.000000,2.528658,0.000000,2.528658,0.000000,1.587507
LINE149,0.882111,-0.832788,0.000000,-0.597417,0.000000,-1.435858
LINE150,0.000000,1.848259,0.000000,0.648646,2.324300,1.243290
LINE151,0.000000,3.022917,19.660346,3.344369,0.000000,-1.517897
LINE152,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE153,0.000000,0.352531,0.000000,-0.574431,0.000000,-1.476772
LINE154,0.549843,-0.834166,12.516366,3.344252,13.026765,1.244437
LINE155,0.000000,2.505935,0.000000,2.653013,0.000000,1.584907
LINE156,0.882111,-0.832788,0.000000,-0.632941,0.000000,-1.477063
LINE157,0.000000,1.845523,0.000000,0.667311,2.324300,1.243290
LINE158,0.000000,3.065731,19.660346,3.344369,0.000000,-1.511754
LINE159,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE160,0.000000,0.511997,0.000000,-0.385979,0.000000,-0.329669
LINE161,0.000000,3.233434,0.236909,3.343993,0.000000,-1.167517
LINE162,0.549843,-0.834166,12.279457,3.344257,13.026765,1.244437
LINE163,0.000000,2.528658,0.000000,2.473160,0.000000,1.592705
LINE164,0.882111,-0.832788,0.000000,-0.829677,0.000000,-1.438205
LINE165,0.000000,1.841243,0.000000,0.701401,2.324300,1.243290
LINE166,0.000000,3.037159,19.660346,3.344369,0.000000,-1.517186
LINE167,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE168,0.000000,1.767211,0.000000,-0.543231,0.000000,4.316452
LINE169,0.000000,4.134675,0.236909,3.343993,0.000000,3.644307
LINE170,0.549843,-0.834166,12.279457,3.344257,13.026765,1.244437
LINE171,0.000000,2.992306,0.000000,3.116661,0.000000,1.639341
LINE172,0.882111,-0.832788,0.000000,-0.712040,0.000000,-1.442338
LINE173,0.000000,1.839633,0.000000,0.620905,0.000000,-1.225767
LINE174,0.000000,1.617060,0.000000,3.646408,2.324300,1.243290
LINE175,0.000000,3.121827,19.660346,3.344369,0.000000,-1.551016
LINE176,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE177,0.000000,3.325051,0.236909,3.343993,0.000000,1.538584
LINE178,0.549843,-0.834166,12.279457,3.344257,0.000000,4.270327
LINE179,0.000000,2.730083,0.000000,3.184759,13.026765,1.244437
LINE180,0.000000,2.871682,0.000000,0.000000,0.000000,1.561488
LINE181,0.882111,-0.832788,0.000000,-0.663830,0.000000,-1.498612
LINE182,0.000000,1.822619,0.000000,0.586650,0.000000,-1.194664
LINE183,0.000000,1.576897,0.000000,3.652699,2.324300,1.243290
LINE184,0.000000,3.024802,19.660346,3.344369,0.000000,-1.519051
LINE185,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE186,0.549843,-0.834166,12.279457,3.344257,0.000000,4.230098
LINE187,0.000000,2.703587,0.000000,3.184614,13.026765,1.244437
LINE188,0.000000,1.545864,0.000000,-0.024932,0.000000,-1.548888
LINE189,0.882111,-0.832788,0.000000,-0.787207,0.000000,-1.495954
LINE190,0.000000,1.625247,0.000000,2.873668,0.000000,3.958251
LINE191,0.000000,1.836787,0.000000,0.709777,0.000000,-1.041329
LINE192,0.000000,1.516678,0.000000,3.656442,2.324300,1.243290
LINE193,0.000000,2.958431,19.660346,3.344369,0.000000,-1.518112
LINE194,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE195,0.549843,-0.834166,12.279457,3.344257,0.000000,4.408074
LINE196,0.000000,1.477188,0.000000,2.588980,11.833762,1.244444
LINE197,0.000000,2.905498,0.000000,3.224704,1.193004,1.244364
LINE198,0.000000,2.331263,0.000000,0.438716,0.000000,-0.024932
LINE199,0.882111,-0.832788,0.000000,-0.984929,0.000000,-1.509854
LINE200,0.000000,2.010650,0.000000,-1.104601,0.000000,-1.252606
LINE201,0.000000,1.831801,0.000000,1.036146,0.000000,-1.192204
LINE202,0.000000,1.802422,0.000000,3.743690,2.324300,1.243290
LINE203,0.000000,2.961207,19.660346,3.344369,0.000000,-1.513339
LINE204,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE205,0.549843,-0.834166,0.000000,3.452738,0.000000,1.603656
LINE206,0.000000,4.248866,12.279457,3.344257,0.000000,4.396517
LINE207,0.000000,0.214360,0.000000,1.537407,11.833762,1.244444
LINE208,0.000000,2.833879,0.000000,3.009650,1.193004,1.244364
LINE209,0.000000,1.545864,0.000000,0.000000,0.000000,1.545864
LINE210,0.882111,-0.832788,0.000000,-0.990160,0.000000,-1.504305
LINE211,0.000000,2.059629,0.000000,1.555489,0.000000,-0.437962
LINE212,0.000000,1.822395,0.000000,3.703079,2.324300,1.243290
LINE213,0.000000,3.013522,19.660346,3.344369,0.000000,-1.500239
LINE214,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE215,0.549843,-0.834166,0.000000,3.029190,0.000000,1.453277
LINE216,0.000000,4.540138,12.279457,3.344257,0.000000,4.483868
LINE217,0.000000,3.082339,0.000000,3.069209,1.193004,1.244364
LINE218,0.000000,0.000000,0.000000,4.687457,0.000000,0.000000
LINE219,0.882111,-0.832788,0.000000,-0.961358,0.000000,-1.518226
LINE220,0.000000,2.538379,0.000000,1.123411,0.000000,-0.030984
LINE221,0.000000,1.877038,0.000000,3.706545,2.324300,1.243290
LINE222,0.000000,2.989948,19.660346,3.344369,0.000000,-1.520379
LINE223,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE224,0.549843,-0.834166,0.000000,2.975967,0.000000,-1.417574
LINE225,0.000000,3.864939,12.279457,3.344257,0.000000,3.924859
LINE226,0.000000,4.091562,0.000000,3.045799,1.193004,1.244364
LINE227,0.882111,-0.832788,0.000000,-1.061223,0.000000,-1.482490
LINE228,0.000000,2.749046,0.000000,1.488312,0.000000,0.172066
LINE229,0.000000,2.125202,0.000000,3.718699,2.324300,1.243290
LINE230,0.000000,3.018830,19.660346,3.344369,0.000000,-1.511550
LINE231,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE232,0.000000,-0.747994,12.279457,3.344257,0.000000,3.768024
LINE233,0.000000,-0.889260,0.000000,2.692652,0.000000,0.932200
LINE234,0.000000,4.653094,0.000000,3.371026,1.193004,1.244364
LINE235,0.882111,-0.832788,0.000000,4.309762,0.000000,-1.560809
LINE236,0.000000,2.588373,0.000000,2.419752,0.000000,0.348770
LINE237,0.000000,1.802751,0.000000,3.733692,2.324300,1.243290
LINE238,0.000000,2.950464,19.660346,3.344369,0.000000,-1.521741
LINE239,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE240,0.000000,3.900846,12.279457,3.344257,0.000000,1.675207
LINE241,0.000000,1.198110,0.000000,3.669008,1.193004,1.244364
LINE242,0.882111,-0.832788,0.000000,-1.545643,0.000000,-1.513748
LINE243,0.000000,2.195007,0.000000,2.596533,0.000000,0.304385
LINE244,0.000000,1.642671,0.000000,3.694775,2.324300,1.243290
LINE245,0.000000,3.018016,19.660346,3.344369,0.000000,-1.511473
LINE246,68.924826,-0.823384,113.627263,3.343420,10.564997,1.240240
LINE247,0.000000,0.404270,12.068175,3.344259,0.000000,4.665608
LINE248,0.000000,0.916444,0.211282,3.344186,0.000000,4.446243
LINE249,0.000000,3.025005,0.000000,3.025005,1.193004,1.244364
LINE250,0.882111,-0.832788,0.000000,3.704707,0.000000,-1.529961
LINE251,0.000000,1.907193,0.000000,2.661170,0.000000,0.219406
LINE252,0.000000,1.968145,0.000000,3.654870,2.324300,1.243290
LINE253,0.000000,3.033754,19.660346,3.344369,0.000000,-1.509107
LINE254,0.189331,-0.830512,0.000000,1.214166,0.000000,4.550729
LINE255,68.735500,-0.823365,113.627263,3.343420,10.564997,1.240240
LINE256,0.000000,2.598831,0.000000,3.618881,1.193004,1.244364
LINE257,0.882111,-0.832788,0.000000,-0.975555,0.000000,-1.555696
LINE258,0.000000,1.536254,0.000000,2.576661,0.000000,0.997311
LINE259,0.000000,1.975300,0.000000,3.675831,2.324300,1.243290
LINE260,0.000000,2.893537,19.660346,3.344369,0.000000,-1.500161
LINE261,0.189331,-0.830512,0.000000,1.184730,0.000000,4.536285
LINE262,68.735500,-0.823365,113.627263,3.343420,10.564997,1.240240
LINE263,0.000000,3.145545,0.000000,3.145545,1.193004,1.244364
LINE264,0.882111,-0.832788,0.000000,0.716289,0.000000,4.588179
LINE265,0.000000,0.434268,0.000000,3.329286,0.000000,0.879956
LINE266,0.000000,2.126158,0.000000,3.687269,2.324300,1.243290
LINE267,0.000000,3.284598,9.570859,3.344379,0.000000,1.586744
LINE268,0.000000,2.746969,10.089487,3.344359,0.000000,-1.510211
LINE269,0.189331,-0.830512,0.000000,1.563047,0.000000,4.465142
LINE270,0.000000,4.385320,0.000000,3.200598,1.900608,1.241681
LINE271,68.735500,-0.823365,113.627263,3.343420,8.664391,1.239924
LINE272,0.882111,-0.832788,0.000000,0.415208,0.000000,4.594519
LINE273,0.000000,0.689622,0.000000,3.419080,0.000000,1.274029
LINE274,0.000000,1.812568,0.000000,3.651238,2.324300,1.243290
LINE275,0.000000,-0.934584,9.570859,3.344379,0.000000,1.375472
LINE276,0.000000,2.832004,10.089487,3.344359,0.000000,-1.492619
LINE277,0.189331,-0.830512,0.000000,1.423822,0.000000,4.439216
LINE278,0.000000,4.702944,0.000000,3.266007,1.900608,1.241681
LINE279,68.735500,-0.823365,113.627263,3.343420,8.664391,1.239924
LINE280,0.882111,-0.832788,0.000000,2.686102,0.000000,4.509472
LINE281,0.000000,-1.072028,0.000000,4.293858,0.000000,1.956831
LINE282,0.000000,2.077924,0.000000,3.491638,2.324300,1.243290
LINE283,0.000000,3.221391,10.089487,3.344359,0.000000,-1.481136
LINE284,0.189331,-0.830512,0.000000,1.114885,0.000000,4.354680
LINE285,0.000000,-1.190103,0.000000,3.346110,1.900608,1.241681
LINE286,56.569021,-0.822559,30.952082,3.339178,2.959208,1.241837
LINE287,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE288,0.882111,-0.832788,0.000000,0.301457,0.000000,4.699194
LINE289,0.000000,0.488528,0.000000,-0.522609,0.000000,-0.576986
LINE290,0.000000,1.048462,0.000000,2.286524,2.124372,1.243291
LINE291,0.000000,0.572484,0.000000,4.053020,0.199928,1.243275
LINE292,0.000000,0.511682,10.089487,3.344359,0.000000,-1.545819
LINE293,0.189331,-0.830512,0.000000,1.372756,0.000000,3.913471
LINE294,0.000000,-0.930434,0.000000,3.452512,1.900608,1.241681
LINE295,56.569021,-0.822559,30.952082,3.339178,2.959208,1.241837
LINE296,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE297,0.000000,1.876839,0.000000,1.046173,2.124372,1.243291
LINE298,0.000000,0.680624,0.000000,4.434943,0.199928,1.243275
LINE299,0.000000,3.037963,10.089487,3.344359,0.000000,0.253316
LINE300,0.189331,-0.830512,0.000000,1.331682,0.000000,4.393958
LINE301,0.000000,-1.088880,0.000000,3.379335,1.900608,1.241681
LINE302,56.569021,-0.822559,30.952082,3.339178,2.959208,1.241837
LINE303,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE304,0.000000,1.080863,0.000000,2.079636,2.124372,1.243291
LINE305,0.000000,2.869873,0.000000,-0.771230,0.199928,1.243275
LINE306,0.000000,3.825858,10.089487,3.344359,0.000000,4.527851
LINE307,0.189331,-0.830512,0.000000,1.610787,0.000000,2.875582
LINE308,0.000000,-0.959662,0.000000,3.405190,1.900608,1.241681
LINE309,56.569021,-0.822559,30.952082,3.339178,2.959208,1.241837
LINE310,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE311,0.000000,0.854253,0.000000,1.616455,2.124372,1.243291
LINE312,0.000000,0.524901,0.000000,3.496532,0.199928,1.243275
LINE313,0.000000,2.802333,10.089487,3.344359,0.000000,1.611202
LINE314,0.189331,-0.830512,0.000000,1.520088,0.000000,2.147341
LINE315,0.000000,-0.832997,0.000000,3.419572,1.900608,1.241681
LINE316,0.442560,-0.829209,0.000000,-0.135759,0.000000,-1.395232
LINE317,56.126471,-0.822507,30.952082,3.339178,2.959208,1.241837
LINE318,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE319,0.000000,4.281388,0.000000,1.940548,2.124372,1.243291
LINE320,0.000000,3.414429,0.000000,3.414429,0.199928,1.243275
LINE321,0.189331,-0.830512,0.000000,1.428246,0.000000,3.858093
LINE322,0.000000,-0.093159,0.000000,3.331817,1.900608,1.241681
LINE323,0.442560,-0.829209,0.000000,-0.126065,0.000000,-1.411183
LINE324,56.126471,-0.822507,30.952082,3.339178,2.959208,1.241837
LINE325,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE326,0.000000,2.925910,0.000000,2.346904,0.199928,1.243275
LINE327,0.189331,-0.830512,0.000000,1.318899,0.000000,4.500797
LINE328,0.000000,-1.275938,0.000000,-0.326118,1.900608,1.241681
LINE329,0.442560,-0.829209,0.000000,-0.082236,0.000000,-1.416532
LINE330,0.000000,-0.445553,0.000000,-0.888806,1.706904,1.241700
LINE331,56.126471,-0.822507,30.952082,3.339178,1.252304,1.242025
LINE332,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE333,0.189331,-0.830512,0.000000,0.959396,0.000000,4.504270
LINE334,0.000000,2.831398,0.000000,-0.322956,1.900608,1.241681
LINE335,0.442560,-0.829209,0.000000,-0.075481,0.000000,-1.408934
LINE336,0.000000,2.260500,0.000000,3.460159,1.706904,1.241700
LINE337,0.000000,0.132881,1.030251,3.342014,0.000000,3.881228
LINE338,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
LINE339,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE340,0.189331,-0.830512,0.000000,1.045359,0.000000,4.464186
LINE341,0.000000,-0.570039,0.000000,3.778280,1.900608,1.241681
LINE342,0.214957,-0.829210,0.000000,0.380098,0.000000,4.710198
LINE343,0.227603,-0.829209,0.000000,-0.234017,0.000000,-1.354776
LINE344,0.000000,0.157371,1.030251,3.342014,0.000000,3.744166
LINE345,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
LINE346,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE347,0.189331,-0.830512,0.000000,1.028917,0.000000,4.563803
LINE348,0.214957,-0.829210,0.000000,4.340350,0.000000,4.577735
LINE349,0.227603,-0.829209,0.000000,0.024139,0.000000,-1.537594
LINE350,0.000000,0.433352,1.030251,3.342014,0.000000,4.268348
LINE351,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
LINE352,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE353,0.189331,-0.830512,0.000000,1.842460,0.000000,4.448427
LINE354,0.227603,-0.829209,0.000000,4.190693,0.000000,-1.196209
LINE355,0.000000,0.894551,1.030251,3.342014,0.000000,4.685523
LINE356,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
LINE357,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE358,0.189331,-0.830512,0.000000,2.038410,0.000000,1.433001
LINE359,0.227603,-0.829209,0.000000,-1.329076,0.000000,-1.312706
LINE360,0.000000,1.803317,1.030251,3.342014,0.000000,4.710241
LINE361,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
LINE362,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE363,0.189331,-0.830512,0.000000,2.757778,0.000000,0.297950
LINE364,0.227603,-0.829209,0.000000,3.625290,0.000000,1.352191
LINE365,0.000000,1.606071,1.030251,3.342014,0.000000,-1.537854
LINE366,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
LINE367,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE368,0.189331,-0.830512,0.000000,2.460990,0.000000,1.696541
LINE369,0.227603,-0.829209,0.000000,2.696998,0.000000,-1.220352
LINE370,0.000000,0.984370,1.030251,3.342014,0.000000,-1.503174
LINE371,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
LINE372,12.166583,-0.827109,82.675564,3.345008,5.705191,1.238931
LINE373,0.189331,-0.830512,0.000000,0.179714,0.000000,4.679158
LINE374,0.227603,-0.829209,0.000000,2.413957,0.000000,1.316335
LINE375,0.000000,2.638969,1.030251,3.342014,0.000000,-1.476826
LINE376,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
LINE377,12.166583,-0.827109,82.675564,3.345008,5.393414,1.238816
LINE378,0.000000,3.261361,0.000000,0.145394,0.311777,1.240927
LINE379,0.189331,-0.830512,0.000000,0.421999,0.000000,1.738069
LINE380,0.227603,-0.829209,0.000000,0.153280,0.000000,4.584484
LINE381,0.000000,2.524328,1.030251,3.342014,0.000000,1.488443
LINE382,56.126471,-0.822507,29.921836,3.339081,1.252304,1.242025
